Card #,Hero,Variation,Treatment,Weapon,Notation,Power,Athlete Inspiration,Play Cost,Play Ability
BFA-147,Kurse,Jevon Kearse Debut,Inspired Ink Battlefoil,Ice,,150,Jevon Kearse,0,
BFA-148,Deep Freeze,George Gervin Debut,Inspired Ink Battlefoil,Ice,,150,George Gervin,0,
BFA-149,Woody,Darren Woodson Debut,Inspired Ink Battlefoil,Ice,,150,Darren Woodson,0,
BFA-150,Coopanova,Cynthia Cooper Debut,Inspired Ink Battlefoil,Ice,,150,Cynthia Cooper,0,
BFA-151,Hard-Drive,Tim Hardaway Debut,Inspired Ink Battlefoil,Ice,,150,Tim Hardaway,0,
BFA-152,BuckShot,Buck Showalter Debut,Inspired Ink Battlefoil,Ice,,150,Buck Showalter,0,
BFA-153,Haymaker,Spencer Haywood Debut,Inspired Ink Battlefoil,Ice,,150,Spencer Haywood,0,
BFA-154,Magic,Magic Johnson Debut,Inspired Ink Battlefoil,Steel,,170,Magic Johnson,0,
BFA-155,Emmitt-164,Emmitt Smith Debut,Inspired Ink Battlefoil,Steel,,170,Emmitt Smith,0,
BFA-156,Marino,Dan Marino Debut,Inspired Ink Battlefoil,Steel,,170,Dan Marino,0,
BFA-157,"Barry ""Cutback"" Sanders",Barry Sanders Debut,Inspired Ink Battlefoil,Steel,,170,Barry Sanders,0,
BFA-158,Muggsy,Muggsy Bogues Debut,Inspired Ink Battlefoil,Steel,,165,Muggsy Bogues,0,
BFA-159,Spudnick,Spudd Webb Debut,Inspired Ink Battlefoil,Steel,,165,Spudd Webb,0,
BFA-160,The Ironman,Cal Ripkin JR Debut,Inspired Ink Battlefoil,Steel,,165,Cal Ripkin JR,0,
BFA-161,Peek-A-Boo,Picabo Street Debut,Inspired Ink Battlefoil,Steel,,165,Picabo Street,0,
BFA-162,Wizard,Ozzie Smith Debut,Inspired Ink Battlefoil,Steel,,160,Ozzie Smith,0,
BFA-163,Joey Jawz,Joey Chestnut Debut,Inspired Ink Battlefoil,Steel,,160,Joey Chestnut,0,
BFA-164,Bus,Jerome Bettis Debut,Inspired Ink Battlefoil,Steel,,160,Jerome Bettis,0,
BFA-165,Chicken Man,Wade Boggs Debut,Inspired Ink Battlefoil,Steel,,160,Wade Boggs,0,
BFA-166,HowBout'em,Jimmy Johnson Debut,Inspired Ink Battlefoil,Steel,,160,Jimmy Johnson,0,
BFA-167,Sea-Largent,Steve Largent Debut,Inspired Ink Battlefoil,Steel,,155,Steve Largent,0,
BFA-168,Howietzer,Howie Long Debut,Inspired Ink Battlefoil,Steel,,155,Howie Long,0,
BFA-169,Goggles,Eric Dickerson Debut,Inspired Ink Battlefoil,Steel,,155,Eric Dickerson,0,
BFA-170,Steady Eddie,Eddie George Debut,Inspired Ink Battlefoil,Steel,,155,Eddie George,0,
BFA-171,X.L.,Xavier Legette Alpha Update,Inspired Ink Battlefoil,Steel,,155,Xavier Legette,0,
BFA-172,Pet Dog,Ethan Petry Debut,Inspired Ink Battlefoil,Steel,,155,Ethan Petry,0,
BFA-173,Windmill,Dominique Wilkins Debut,Inspired Ink Battlefoil,Steel,,155,Dominique Wilkins,0,
BFA-174,Boom,Boomer Esiason Debut,Inspired Ink Battlefoil,Steel,,155,Boomer Esiason,0,
BFA-175,Cameleon,Cameron Brink Debut,Inspired Ink Battlefoil,Steel,,155,Cameron Brink,0,
BFA-176,Curaçao Kid,Anduw Jones Debut,Inspired Ink Battlefoil,Steel,,150,Anduw Jones,0,
BFA-177,Sterling,Sterling Sharpe Debut,Inspired Ink Battlefoil,Steel,,150,Sterling Sharpe,0,
BFA-178,Caveman,Johnny Damon Debut,Inspired Ink Battlefoil,Steel,,150,Johnny Damon,0,
BFA-179,Lady Magic,Nancy Lieberman Debut,Inspired Ink Battlefoil,Steel,,150,Nancy Lieberman,0,
BFA-180,Hoge-Ball,Merril Hoge Debut,Inspired Ink Battlefoil,Steel,,145,Merril Hoge,0,
BFA-181,InVinceable,Vince Young Debut,Inspired Ink Battlefoil,Steel,,145,Vince Young,0,
BFA-182,Slash,Kordell Stewart Debut,Inspired Ink Battlefoil,Steel,,145,Kordell Stewart,0,
BFA-183,Tikoff,Fred Biletnikoff Debut,Inspired Ink Battlefoil,Steel,,145,Fred Biletnikoff,0,
BFA-184,Bone,Jay Buhner Debut,Inspired Ink Battlefoil,Steel,,145,Jay Buhner,0,
BFA-185,Kurse,Jevon Kearse Debut,Inspired Ink Battlefoil,Steel,,140,Jevon Kearse,0,
BFA-186,Deep Freeze,George Gervin Debut,Inspired Ink Battlefoil,Steel,,140,George Gervin,0,
BFA-187,Woody,Darren Woodson Debut,Inspired Ink Battlefoil,Steel,,140,Darren Woodson,0,
BFA-188,Coopanova,Cynthia Cooper Debut,Inspired Ink Battlefoil,Steel,,140,Cynthia Cooper,0,
BFA-189,Hard-Drive,Tim Hardaway Debut,Inspired Ink Battlefoil,Steel,,140,Tim Hardaway,0,
BFA-190,BuckShot,Buck Showalter Debut,Inspired Ink Battlefoil,Steel,,140,Buck Showalter,0,
BFA-191,Haymaker,Spencer Haywood Debut,Inspired Ink Battlefoil,Steel,,140,Spencer Haywood,0,
PI-01,Pet Dogs,Ethan Petry Debut,Inspired Ink Battlefoil,Alt,SP,200,Ethan Petry,0,
BGA-1,BoJax,Founding Hero Alpha Update,Inspired Ink Bubble Gum Battlefoil,Gum,SSP,200,Bo Jackson,0,
BGA-2,Magic,Magic Johnson Debut,Inspired Ink Bubble Gum Battlefoil,Gum,SSP,200,Magic Johnson,0,
BGA-3,Emmitt-164,Emmitt Smith Debut,Inspired Ink Bubble Gum Battlefoil,Gum,SSP,200,Emmitt Smith,0,
BGA-4,Marino,Dan Marino Debut,Inspired Ink Bubble Gum Battlefoil,Gum,SSP,200,Dan Marino,0,
BGA-5,"Barry ""Cutback"" Sanders",Barry Sanders Debut,Inspired Ink Bubble Gum Battlefoil,Gum,SSP,200,Barry Sanders,0,
BGA-6,Muggsy,Muggsy Bogues Debut,Inspired Ink Bubble Gum Battlefoil,Gum,SSP,195,Muggsy Bogues,0,
BGA-7,Spudnick,Spudd Webb Debut,Inspired Ink Bubble Gum Battlefoil,Gum,SSP,195,Spudd Webb,0,
BGA-8,The Ironman,Cal Ripkin JR Debut,Inspired Ink Bubble Gum Battlefoil,Gum,SSP,195,Cal Ripkin JR,0,
BGA-9,Peek-A-Boo,Picabo Street Debut,Inspired Ink Bubble Gum Battlefoil,Gum,SSP,195,Picabo Street,0,
BGA-10,Wizard,Ozzie Smith Debut,Inspired Ink Bubble Gum Battlefoil,Gum,SSP,190,Ozzie Smith,0,
BGA-11,Joey Jawz,Joey Chestnut Debut,Inspired Ink Bubble Gum Battlefoil,Gum,SSP,190,Joey Chestnut,0,
BGA-12,Bus,Jerome Bettis Debut,Inspired Ink Bubble Gum Battlefoil,Gum,SSP,190,Jerome Bettis,0,
BGA-13,Chicken Man,Wade Boggs Debut,Inspired Ink Bubble Gum Battlefoil,Gum,SSP,190,Wade Boggs,0,
BGA-14,HowBout'em,Jimmy Johnson Debut,Inspired Ink Bubble Gum Battlefoil,Gum,SSP,190,Jimmy Johnson,0,
BGA-15,Sea-Largent,Steve Largent Debut,Inspired Ink Bubble Gum Battlefoil,Gum,SSP,185,Steve Largent,0,
BGA-16,Howietzer,Howie Long Debut,Inspired Ink Bubble Gum Battlefoil,Gum,SSP,185,Howie Long,0,
BGA-17,Goggles,Eric Dickerson Debut,Inspired Ink Bubble Gum Battlefoil,Gum,SSP,185,Eric Dickerson,0,
BGA-18,Steady Eddie,Eddie George Debut,Inspired Ink Bubble Gum Battlefoil,Gum,SSP,185,Eddie George,0,
BGA-19,X.L.,Xavier Legette Alpha Update,Inspired Ink Bubble Gum Battlefoil,Gum,SSP,185,Xavier Legette,0,
BGA-20,Pet Dog,Ethan Petry Debut,Inspired Ink Bubble Gum Battlefoil,Gum,SSP,185,Ethan Petry,0,
BGA-21,Windmill,Dominique Wilkins Debut,Inspired Ink Bubble Gum Battlefoil,Gum,SSP,185,Dominique Wilkins,0,
BGA-22,Boom,Boomer Esiason Debut,Inspired Ink Bubble Gum Battlefoil,Gum,SSP,185,Boomer Esiason,0,
BGA-23,Cameleon,Cameron Brink Debut,Inspired Ink Bubble Gum Battlefoil,Gum,SSP,185,Cameron Brink,0,
BGA-24,Curaçao Kid,Anduw Jones Debut,Inspired Ink Bubble Gum Battlefoil,Gum,SSP,180,Anduw Jones,0,
BGA-25,Sterling,Sterling Sharpe Debut,Inspired Ink Bubble Gum Battlefoil,Gum,SSP,180,Sterling Sharpe,0,
BGA-26,Caveman,Johnny Damon Debut,Inspired Ink Bubble Gum Battlefoil,Gum,SSP,180,Johnny Damon,0,
BGA-27,Lady Magic,Nancy Lieberman Debut,Inspired Ink Bubble Gum Battlefoil,Gum,SSP,180,Nancy Lieberman,0,
BGA-28,Hoge-Ball,Merril Hoge Debut,Inspired Ink Bubble Gum Battlefoil,Gum,SSP,175,Merril Hoge,0,
BGA-29,InVinceable,Vince Young Debut,Inspired Ink Bubble Gum Battlefoil,Gum,SSP,175,Vince Young,0,
BGA-30,Slash,Kordell Stewart Debut,Inspired Ink Bubble Gum Battlefoil,Gum,SSP,175,Kordell Stewart,0,
BGA-31,Tikoff,Fred Biletnikoff Debut,Inspired Ink Bubble Gum Battlefoil,Gum,SSP,175,Fred Biletnikoff,0,
BGA-32,Bone,Jay Buhner Debut,Inspired Ink Bubble Gum Battlefoil,Gum,SSP,175,Jay Buhner,0,
BGA-33,Kurse,Jevon Kearse Debut,Inspired Ink Bubble Gum Battlefoil,Gum,SSP,170,Jevon Kearse,0,
BGA-34,Deep Freeze,George Gervin Debut,Inspired Ink Bubble Gum Battlefoil,Gum,SSP,170,George Gervin,0,
BGA-35,Woody,Darren Woodson Debut,Inspired Ink Bubble Gum Battlefoil,Gum,SSP,170,Darren Woodson,0,
BGA-36,Coopanova,Cynthia Cooper Debut,Inspired Ink Bubble Gum Battlefoil,Gum,SSP,170,Cynthia Cooper,0,
BGA-37,Hard-Drive,Tim Hardaway Debut,Inspired Ink Bubble Gum Battlefoil,Gum,SSP,170,Tim Hardaway,0,
BGA-38,BuckShot,Buck Showalter Debut,Inspired Ink Bubble Gum Battlefoil,Gum,SSP,170,Buck Showalter,0,
BGA-39,Haymaker,Spencer Haywood Debut,Inspired Ink Bubble Gum Battlefoil,Gum,SSP,170,Spencer Haywood,0,
SFA-1,Bojax,Founding Hero Alpha Update,Inspired Ink Superfoil,Super,,250,Bo Jackson,0,
SFA-2,Magic,Magic Johnson Debut,Inspired Ink Superfoil,Super,,200,Magic Johnson,0,
SFA-3,Emmitt-164,Emmitt Smith Debut,Inspired Ink Superfoil,Super,,200,Emmitt Smith,0,
SFA-4,Marino,Dan Marino Debut,Inspired Ink Superfoil,Super,,200,Dan Marino,0,
SFA-5,"Barry ""Cutback"" Sanders",Barry Sanders Debut,Inspired Ink Superfoil,Super,,200,Barry Sanders,0,
SFA-6,Muggsy,Muggsy Bogues Debut,Inspired Ink Superfoil,Super,,195,Muggsy Bogues,0,
SFA-7,Spudnick,Spudd Webb Debut,Inspired Ink Superfoil,Super,,195,Spudd Webb,0,
SFA-8,The Ironman,Cal Ripkin JR Debut,Inspired Ink Superfoil,Super,,195,Cal Ripkin JR,0,
SFA-9,Peek-A-Boo,Picabo Street Debut,Inspired Ink Superfoil,Super,,195,Picabo Street,0,
SFA-10,Wizard,Ozzie Smith Debut,Inspired Ink Superfoil,Super,,190,Ozzie Smith,0,
SFA-11,Joey Jawz,Joey Chestnut Debut,Inspired Ink Superfoil,Super,,190,Joey Chestnut,0,
SFA-12,Bus,Jerome Bettis Debut,Inspired Ink Superfoil,Super,,190,Jerome Bettis,0,
SFA-13,Chicken Man,Wade Boggs Debut,Inspired Ink Superfoil,Super,,190,Wade Boggs,0,
SFA-14,HowBout'em,Jimmy Johnson Debut,Inspired Ink Superfoil,Super,,190,Jimmy Johnson,0,
SFA-15,Sea-Largent,Steve Largent Debut,Inspired Ink Superfoil,Super,,185,Steve Largent,0,
SFA-16,Howietzer,Howie Long Debut,Inspired Ink Superfoil,Super,,185,Howie Long,0,
SFA-17,Goggles,Eric Dickerson Debut,Inspired Ink Superfoil,Super,,185,Eric Dickerson,0,
SFA-18,Steady Eddie,Eddie George Debut,Inspired Ink Superfoil,Super,,185,Eddie George,0,
SFA-19,X.L.,Xavier Legette Alpha Update,Inspired Ink Superfoil,Super,,185,Xavier Legette,0,
SFA-20,Pet Dog,Ethan Petry Debut,Inspired Ink Superfoil,Super,,185,Ethan Petry,0,
SFA-21,Windmill,Dominique Wilkins Debut,Inspired Ink Superfoil,Super,,185,Dominique Wilkins,0,
SFA-22,Boom,Boomer Esiason Debut,Inspired Ink Superfoil,Super,,185,Boomer Esiason,0,
SFA-23,Cameleon,Cameron Brink Debut,Inspired Ink Superfoil,Super,,185,Cameron Brink,0,
SFA-24,Curaçao Kid,Anduw Jones Debut,Inspired Ink Superfoil,Super,,180,Anduw Jones,0,
SFA-25,Sterling,Sterling Sharpe Debut,Inspired Ink Superfoil,Super,,180,Sterling Sharpe,0,
SFA-26,Caveman,Johnny Damon Debut,Inspired Ink Superfoil,Super,,180,Johnny Damon,0,
SFA-27,Lady Magic,Nancy Lieberman Debut,Inspired Ink Superfoil,Super,,180,Nancy Lieberman,0,
SFA-28,Hoge-Ball,Merril Hoge Debut,Inspired Ink Superfoil,Super,,175,Merril Hoge,0,
SFA-29,InVinceable,Vince Young Debut,Inspired Ink Superfoil,Super,,175,Vince Young,0,
SFA-30,Slash,Kordell Stewart Debut,Inspired Ink Superfoil,Super,,175,Kordell Stewart,0,
SFA-31,Tikoff,Fred Biletnikoff Debut,Inspired Ink Superfoil,Super,,175,Fred Biletnikoff,0,
SFA-32,Bone,Jay Buhner Debut,Inspired Ink Superfoil,Super,,175,Jay Buhner,0,
SFA-33,Kurse,Jevon Kearse Debut,Inspired Ink Superfoil,Super,,170,Jevon Kearse,0,
SFA-34,Deep Freeze,George Gervin Debut,Inspired Ink Superfoil,Super,,170,George Gervin,0,
SFA-35,Woody,Darren Woodson Debut,Inspired Ink Superfoil,Super,,170,Darren Woodson,0,
SFA-36,Coopanova,Cynthia Cooper Debut,Inspired Ink Superfoil,Super,,170,Cynthia Cooper,0,
SFA-37,Hard-Drive,Tim Hardaway Debut,Inspired Ink Superfoil,Super,,170,Tim Hardaway,0,
SFA-38,BuckShot,Buck Showalter Debut,Inspired Ink Superfoil,Super,,170,Buck Showalter,0,
SFA-39,Haymaker,Spencer Haywood Debut,Inspired Ink Superfoil,Super,,170,Spencer Haywood,0,
MBFA-1,Magic,Magic Johnson Debut,Inspired Ink Metallic Battlefoil,Steel,SP,170,Magic Johnson,0,
MBFA-2,Emmitt-164,Emmitt Smith Debut,Inspired Ink Metallic Battlefoil,Steel,SP,170,Emmitt Smith,0,
MBFA-3,Marino,Dan Marino Debut,Inspired Ink Metallic Battlefoil,Steel,SP,170,Dan Marino,0,
MBFA-4,"Barry ""Cutback"" Sanders",Barry Sanders Debut,Inspired Ink Metallic Battlefoil,Steel,SP,170,Barry Sanders,0,
MBFA-5,Muggsy,Muggsy Bogues Debut,Inspired Ink Metallic Battlefoil,Steel,SP,165,Muggsy Bogues,0,
MBFA-6,Spudnick,Spudd Webb Debut,Inspired Ink Metallic Battlefoil,Steel,SP,165,Spudd Webb,0,
MBFA-7,The Ironman,Cal Ripkin JR Debut,Inspired Ink Metallic Battlefoil,Steel,SP,165,Cal Ripkin JR,0,
MBFA-8,Peek-A-Boo,Picabo Street Debut,Inspired Ink Metallic Battlefoil,Steel,SP,165,Picabo Street,0,
MBFA-9,Wizard,Ozzie Smith Debut,Inspired Ink Metallic Battlefoil,Steel,SP,160,Ozzie Smith,0,
MBFA-10,Joey Jawz,Joey Chestnut Debut,Inspired Ink Metallic Battlefoil,Steel,SP,160,Joey Chestnut,0,
MBFA-11,Bus,Jerome Bettis Debut,Inspired Ink Metallic Battlefoil,Steel,SP,160,Jerome Bettis,0,
MBFA-12,Chicken Man,Wade Boggs Debut,Inspired Ink Metallic Battlefoil,Steel,SP,160,Wade Boggs,0,
MBFA-13,HowBout'em,Jimmy Johnson Debut,Inspired Ink Metallic Battlefoil,Steel,SP,160,Jimmy Johnson,0,
MBFA-14,Sea-Largent,Steve Largent Debut,Inspired Ink Metallic Battlefoil,Steel,SP,155,Steve Largent,0,
MBFA-15,Howietzer,Howie Long Debut,Inspired Ink Metallic Battlefoil,Steel,SP,155,Howie Long,0,
MBFA-16,Goggles,Eric Dickerson Debut,Inspired Ink Metallic Battlefoil,Steel,SP,155,Eric Dickerson,0,
MBFA-17,Steady Eddie,Eddie George Debut,Inspired Ink Metallic Battlefoil,Steel,SP,155,Eddie George,0,
MBFA-18,X.L.,Xavier Legette Alpha Update,Inspired Ink Metallic Battlefoil,Steel,SP,155,Xavier Legette,0,
MBFA-19,Pet Dog,Ethan Petry Debut,Inspired Ink Metallic Battlefoil,Steel,SP,155,Ethan Petry,0,
MBFA-20,Windmill,Dominique Wilkins Debut,Inspired Ink Metallic Battlefoil,Steel,SP,155,Dominique Wilkins,0,
MBFA-21,Boom,Boomer Esiason Debut,Inspired Ink Metallic Battlefoil,Steel,SP,155,Boomer Esiason,0,
MBFA-22,Cameleon,Cameron Brink Debut,Inspired Ink Metallic Battlefoil,Steel,SP,155,Cameron Brink,0,
MBFA-23,Curaçao Kid,Anduw Jones Debut,Inspired Ink Metallic Battlefoil,Steel,SP,150,Anduw Jones,0,
MBFA-24,Sterling,Sterling Sharpe Debut,Inspired Ink Metallic Battlefoil,Steel,SP,150,Sterling Sharpe,0,
MBFA-25,Caveman,Johnny Damon Debut,Inspired Ink Metallic Battlefoil,Steel,SP,150,Johnny Damon,0,
MBFA-26,Lady Magic,Nancy Lieberman Debut,Inspired Ink Metallic Battlefoil,Steel,SP,150,Nancy Lieberman,0,
MBFA-27,Hoge-Ball,Merril Hoge Debut,Inspired Ink Metallic Battlefoil,Steel,SP,145,Merril Hoge,0,
MBFA-28,InVinceable,Vince Young Debut,Inspired Ink Metallic Battlefoil,Steel,SP,145,Vince Young,0,
MBFA-29,Slash,Kordell Stewart Debut,Inspired Ink Metallic Battlefoil,Steel,SP,145,Kordell Stewart,0,
MBFA-30,Tikoff,Fred Biletnikoff Debut,Inspired Ink Metallic Battlefoil,Steel,SP,145,Fred Biletnikoff,0,
MBFA-31,Bone,Jay Buhner Debut,Inspired Ink Metallic Battlefoil,Steel,SP,145,Jay Buhner,0,
MBFA-32,Kurse,Jevon Kearse Debut,Inspired Ink Metallic Battlefoil,Steel,SP,140,Jevon Kearse,0,
MBFA-33,Deep Freeze,George Gervin Debut,Inspired Ink Metallic Battlefoil,Steel,SP,140,George Gervin,0,
MBFA-34,Woody,Darren Woodson Debut,Inspired Ink Metallic Battlefoil,Steel,SP,140,Darren Woodson,0,
MBFA-35,Coopanova,Cynthia Cooper Debut,Inspired Ink Metallic Battlefoil,Steel,SP,140,Cynthia Cooper,0,
MBFA-36,Hard-Drive,Tim Hardaway Debut,Inspired Ink Metallic Battlefoil,Steel,SP,140,Tim Hardaway,0,
MBFA-37,BuckShot,Buck Showalter Debut,Inspired Ink Metallic Battlefoil,Steel,SP,140,Buck Showalter,0,
MBFA-38,Haymaker,Spencer Haywood Debut,Inspired Ink Metallic Battlefoil,Steel,SP,140,Spencer Haywood,0,
SKA-2,Bombeezy,Emilio Estevez Debut,Sidekicks,Super,Superfoil,200,Emilio Estevez,0,
SKA-4,Bombeezy,Emilio Estevez Debut,Sidekicks,Gum,Secret SSP,200,Emilio Estevez,0,
SKA-6,Bombeezy,Emilio Estevez Debut,Sidekicks,Hex,Secret SSP,200,Emilio Estevez,0,
SKA-8,Bombeezy,Emilio Estevez Debut,Sidekicks,Glow,Secret SSP,190,Emilio Estevez,0,
SKA-10,Bombeezy,Emilio Estevez Debut,Sidekicks,Fire,Secret SSP,185,Emilio Estevez,0,
SKA-12,Bombeezy,Emilio Estevez Debut,Sidekicks,Ice,Secret SSP,185,Emilio Estevez,0,
SKA-14,Bombeezy,Emilio Estevez Debut,Sidekicks,Steel,Secret SSP,140,Emilio Estevez,0,
ALTA-01,Billy the Kid,Emilio Estevez (Co-Starring Bily),Sidekicks,Alt,Secret SSP,200,Emilio Estevez,0,
Alt-1,Billy the Kid,Emilio Estevez (Co-Starring Bily),Sidekicks,Alt,Secret SSP,200,Emilio Estevez,0,
BGBF-1,Tank,Bo Said So,Bubble Gum Battlefoil,Gum,SSP,200,Derrick Henry,0,
BGBF-2,Skeee,First Edition,Bubble Gum Battlefoil,Gum,SSP,195,Paul Skenes,0,
BGBF-3,AJax,First Edition,Bubble Gum Battlefoil,Gum,SSP,195,A'ja Wilson,0,
BGBF-4,LeBoss,First Edition,Bubble Gum Battlefoil,Gum,SSP,185,Lebron James,0,
BGBF-5,Merlomes,First Edition,Bubble Gum Battlefoil,Gum,SSP,185,Patrick Mahomes,0,
BGBF-6,Chosen,First Edition,Bubble Gum Battlefoil,Gum,SSP,185,Juan Soto,0,
BGBF-7,Midas,First Edition,Bubble Gum Battlefoil,Gum,SSP,185,Steph Curry,0,
BGBF-8,Bison,First Edition,Bubble Gum Battlefoil,Gum,SSP,185,Josh Allen,0,
BGBF-9,Wargod,First Edition,Bubble Gum Battlefoil,Gum,SSP,185,Mike Trout,0,
BGBF-10,Donny Buckets,First Edition,Bubble Gum Battlefoil,Gum,SSP,180,Luka Doncic,0,
BGBF-11,Warp,First Edition,Bubble Gum Battlefoil,Gum,SSP,180,Lamar Jackson,0,
BGBF-12,Harpoon,First Edition,Bubble Gum Battlefoil,Gum,SSP,180,Bryca Harper,0,
BGBF-13,Mustang,First Edition,Bubble Gum Battlefoil,Gum,SSP,180,Nikola Jokic,0,
BGBF-14,Jaybird,First Edition,Bubble Gum Battlefoil,Gum,SSP,180,Jayden Daniels,0,
BGBF-15,J-Jetts,First Edition,Bubble Gum Battlefoil,Gum,SSP,180,Justin Jefferson,0,
BGBF-16,Merri-Go-Round,First Edition,Bubble Gum Battlefoil,Gum,SSP,175,Jackson Marrill,0,
BGBF-17,Shystep,First Edition,Bubble Gum Battlefoil,Gum,SSP,175,Shai Gilgeous-Alexander,0,
BGBF-18,Ram,First Edition,Bubble Gum Battlefoil,Gum,SSP,175,Jose Ramirez,0,
BGBF-19,Freakshow,First Edition,Bubble Gum Battlefoil,Gum,SSP,175,Giannis Anteokounmpo,0,
BGBF-20,Lightningrod,First Edition,Bubble Gum Battlefoil,Gum,SSP,175,Julio Rodriguez,0,
BGBF-21,Bayou,First Edition,Bubble Gum Battlefoil,Gum,SSP,175,Ja'marr Chase,0,
BGBF-22,McArmyKnife,First Edition,Bubble Gum Battlefoil,Gum,SSP,170,Christian McCaffrey,0,
BGBF-23,Tigre,First Edition,Bubble Gum Battlefoil,Gum,SSP,170,Miguel Cabrera,0,
BGBF-24,Cheetah,First Edition,Bubble Gum Battlefoil,Gum,SSP,170,Tyreek Hill,0,
BGBF-25,Spider,First Edition,Bubble Gum Battlefoil,Gum,SSP,170,Donovan Mitchell,0,
BGBF-26,Crews-Missle,First Edition,Bubble Gum Battlefoil,Gum,SSP,170,Dylan Crews,0,
BGBF-27,Unibrow,First Edition,Bubble Gum Battlefoil,Gum,SSP,170,Anthony Davis,0,
BGBF-28,Exterminaber,First Edition,Bubble Gum Battlefoil,Gum,SSP,165,Malik Nabers,0,
BGBF-29,Bomber,First Edition,Bubble Gum Battlefoil,Gum,SSP,165,Jordan Alvarez,0,
BGBF-30,Juice,First Edition,Bubble Gum Battlefoil,Gum,SSP,165,Jaylen Brown,0,
BGBF-31,Attak,First Edition,Bubble Gum Battlefoil,Gum,SSP,165,Dak Prescott,0,
BGBF-32,ChetMate,First Edition,Bubble Gum Battlefoil,Gum,SSP,165,Chet Holmgren,0,
BGBF-33,Phoenix,First Edition,Bubble Gum Battlefoil,Gum,SSP,165,Bo Nix,0,
BGBF-34,Lieutenant,First Edition,Bubble Gum Battlefoil,Gum,SSP,160,Dansby Swanson,0,
BGBF-35,Snowbear,First Edition,Bubble Gum Battlefoil,Gum,SSP,160,Pete Alonso,0,
BGBF-36,Boltage,First Edition,Bubble Gum Battlefoil,Gum,SSP,160,Justin Herbert,0,
BGBF-37,Librarian,First Edition,Bubble Gum Battlefoil,Gum,SSP,160,Devin Booker,0,
BGBF-38,Aeronaut,First Edition,Bubble Gum Battlefoil,Gum,SSP,160,Nolan Arenado,0,
BGBF-39,Sabotage,First Edition,Bubble Gum Battlefoil,Gum,SSP,160,Domantas Sabonis,0,
BGBF-40,Mic'd Up,First Edition,Bubble Gum Battlefoil,Gum,SSP,155,MIke Evans,0,
BGBF-41,Jambox,First Edition,Bubble Gum Battlefoil,Gum,SSP,155,Ja Morant,0,
BGBF-42,Simon Says,First Edition,Bubble Gum Battlefoil,Gum,SSP,155,Anfernee Simons,0,
BGBF-43,Mr. Irrelevant,First Edition,Bubble Gum Battlefoil,Gum,SSP,155,Brock Purdy,0,
BGBF-44,Pantera,First Edition,Bubble Gum Battlefoil,Gum,SSP,155,Luis Robert Jr,0,
BGBF-45,Rockstar,First Edition,Bubble Gum Battlefoil,Gum,SSP,155,Jazz Chisholm,0,
BGBF-46,Big-Z,First Edition,Bubble Gum Battlefoil,Gum,SSP,150,Zion Williamson,0,
BGBF-47,Clutch,First Edition,Bubble Gum Battlefoil,Gum,SSP,150,Andrew McCutchen,0,
BGBF-48,PukaDot,First Edition,Bubble Gum Battlefoil,Gum,SSP,150,Puka Nacua,0,
BGBF-49,Sprinkler,First Edition,Bubble Gum Battlefoil,Gum,SSP,150,Luis Arraez,0,
BGBF-50,Foxhole,First Edition,Bubble Gum Battlefoil,Gum,SSP,150,De'Aaron Fox,0,
BGBF-51,Thomstone,First Edition,Bubble Gum Battlefoil,Gum,SSP,150,Brian Thomas Jr,0,
BGBF-52,Botto,First Edition,Bubble Gum Battlefoil,Gum,SSP,145,Joey Votto,0,
BGBF-53,Lawman,First Edition,Bubble Gum Battlefoil,Gum,SSP,145,Trevor Lawrence,0,
BGBF-54,Barnacle,First Edition,Bubble Gum Battlefoil,Gum,SSP,145,Scottie Barnes,0,
BGBF-55,Laviathan,First Edition,Bubble Gum Battlefoil,Gum,SSP,145,Zach Lavine,0,
BGBF-56,Breeze,First Edition,Bubble Gum Battlefoil,Gum,SSP,145,Breece Hall,0,
BGBF-57,Gravedigger,First Edition,Bubble Gum Battlefoil,Gum,SSP,145,Stefon Diggs,0,
BGBF-58,D-Hop,First Edition,Bubble Gum Battlefoil,Gum,SSP,140,Deandre Hopkins,0,
BGBF-59,Alien,First Edition,Bubble Gum Battlefoil,Gum,SSP,140,CJ Abrams,0,
BGBF-60,Portalize,First Edition,Bubble Gum Battlefoil,Gum,SSP,140,Sam Laporta,0,
BGBF-61,Torque,First Edition,Bubble Gum Battlefoil,Gum,SSP,140,Spencer Torkelson,0,
BGBF-62,Risarcher,First Edition,Bubble Gum Battlefoil,Gum,SSP,140,Zaccharie Risacher,0,
BGBF-63,Sarrtillery,First Edition,Bubble Gum Battlefoil,Gum,SSP,140,Alexandre Sarr,0,
PBF-1,BoJax,Founding Hero Alpha Update,Pink Battlefoil,Hex,Secret SSP,200,Bo Jackson,0,
PBF-2,Magic,Magic Johnson Debut,Pink Battlefoil,Hex,Secret SSP,200,Magic Johnson,0,
PBF-3,Emmitt-164,Emmitt Smith Debut,Pink Battlefoil,Hex,Secret SSP,200,Emmitt Smith,0,
PBF-4,Marino,Dan Marino Debut,Pink Battlefoil,Hex,Secret SSP,200,Dan Marino,0,
PBF-5,"Barry ""Cutback"" Sanders",Barry Sanders Debut,Pink Battlefoil,Hex,Secret SSP,200,Barry Sanders,0,
