Card #,Hero,Variation,Treatment,Weapon,Notation,Power,Athlete Inspiration,Play Cost,Play Ability
BL-BG103,Lady Magic,Nancy Lieberman Debut,BUBBLEGUM BLAST,GUM,,180,Nancy Lieberman,0,
BL-BG104,Hoge-Ball,Merril Hoge Debut,BUBBLEGUM BLAST,GUM,,175,Merril Hoge,0,
BL-BG105,InVinceable,Vince Young Debut,BUBBLEGUM BLAST,GUM,,175,Vince Young,0,
BL-BG106,Slash,Kordell Stewart Debut,BUBBLEGUM BLAST,GUM,,175,Kordell Stewart,0,
BL-BG107,Tikoff,Fred Biletnikoff Debut,BUBBLEGUM BLAST,GUM,,175,Fred Biletnikoff,0,
BL-BG108,Bone,Jay Buhner Debut,BUBBLEGUM BLAST,GUM,,175,Jay Buhner,0,
BL-BG109,Kurse,Jevon Kearse Debut,BUBBLEGUM BLAST,GUM,,170,Jevon Kearse,0,
BL-BG110,Deep Freeze,George Gervin Debut,BUBBLEGUM BLAST,GUM,,170,George Gervin,0,
BL-BG111,Woody,Darren Woodson Debut,BUBBLEGUM BLAST,GUM,,170,Darren Woodson,0,
BL-BG112,Coopanova,Cynthia Cooper Debut,BUBBLEGUM BLAST,GUM,,170,Cynthia Cooper,0,
BL-BG113,Hard-Drive,Tim Hardaway Debut,BUBBLEGUM BLAST,GUM,,170,Tim Hardaway,0,
BL-BG114,BuckShot,Buck Showalter Debut,BUBBLEGUM BLAST,GUM,,170,Buck Showalter,0,
BL-BG115,Haymaker,Spencer Haywood Debut,BUBBLEGUM BLAST,GUM,,170,Spencer Haywood,0,
BL-BG116,Tank,Bo Said So,BUBBLEGUM BLAST,GUM,,200,Derrick Henry,0,
BL-BG117,Skeee,First Edition,BUBBLEGUM BLAST,GUM,,195,Paul Skenes,0,
BL-BG118,AJax,First Edition,BUBBLEGUM BLAST,GUM,,195,A'ja Wilson,0,
BL-BG119,LeBoss,First Edition,BUBBLEGUM BLAST,GUM,,185,Lebron James,0,
BL-BG120,Merlomes,First Edition,BUBBLEGUM BLAST,GUM,,185,Patrick Mahomes,0,
BL-BG121,Chosen,First Edition,BUBBLEGUM BLAST,GUM,,185,Juan Soto,0,
BL-BG122,Midas,First Edition,BUBBLEGUM BLAST,GUM,,185,Steph Curry,0,
BL-BG123,Bison,First Edition,BUBBLEGUM BLAST,GUM,,185,Josh Allen,0,
BL-BG124,Wargod,First Edition,BUBBLEGUM BLAST,GUM,,185,Mike Trout,0,
BL-BG125,Donny Buckets,First Edition,BUBBLEGUM BLAST,GUM,,180,Luka Doncic,0,
BL-BG126,Warp,First Edition,BUBBLEGUM BLAST,GUM,,180,Lamar Jackson,0,
BL-BG127,Harpoon,First Edition,BUBBLEGUM BLAST,GUM,,180,Bryca Harper,0,
BL-BG128,Mustang,First Edition,BUBBLEGUM BLAST,GUM,,180,Nikola Jokic,0,
BL-BG129,Jaybird,First Edition,BUBBLEGUM BLAST,GUM,,180,Jayden Daniels,0,
BL-BG130,J-Jetts,First Edition,BUBBLEGUM BLAST,GUM,,180,Justin Jefferson,0,
BL-BG131,Merri-Go-Round,First Edition,BUBBLEGUM BLAST,GUM,,175,Jackson Marrill,0,
BL-BG132,Shystep,First Edition,BUBBLEGUM BLAST,GUM,,175,Shai Gilgeous-Alexander,0,
BL-BG133,Ram,First Edition,BUBBLEGUM BLAST,GUM,,175,Jose Ramirez,0,
BL-BG134,Freakshow,First Edition,BUBBLEGUM BLAST,GUM,,175,Giannis Anteokounmpo,0,
BL-BG135,Lightningrod,First Edition,BUBBLEGUM BLAST,GUM,,175,Julio Rodriguez,0,
BL-BG136,Bayou,First Edition,BUBBLEGUM BLAST,GUM,,175,Ja'marr Chase,0,
BL-BG137,McArmyKnife,First Edition,BUBBLEGUM BLAST,GUM,,170,Christian McCaffrey,0,
BL-BG138,Tigre,First Edition,BUBBLEGUM BLAST,GUM,,170,Miguel Cabrera,0,
BL-BG139,Cheetah,First Edition,BUBBLEGUM BLAST,GUM,,170,Tyreek Hill,0,
BL-BG140,Spider,First Edition,BUBBLEGUM BLAST,GUM,,170,Donovan Mitchell,0,
BL-BG141,Crews-Missle,First Edition,BUBBLEGUM BLAST,GUM,,170,Dylan Crews,0,
BL-BG142,Unibrow,First Edition,BUBBLEGUM BLAST,GUM,,170,Anthony Davis,0,
BL-BG143,Exterminaber,First Edition,BUBBLEGUM BLAST,GUM,,165,Malik Nabers,0,
BL-BG144,Bomber,First Edition,BUBBLEGUM BLAST,GUM,,165,Jordan Alvarez,0,
BL-BG145,Juice,First Edition,BUBBLEGUM BLAST,GUM,,165,Jaylen Brown,0,
BL-BG146,Attak,First Edition,BUBBLEGUM BLAST,GUM,,165,Dak Prescott,0,
BL-BG147,ChetMate,First Edition,BUBBLEGUM BLAST,GUM,,165,Chet Holmgren,0,
BL-BG148,Phoenix,First Edition,BUBBLEGUM BLAST,GUM,,165,Bo Nix,0,
BL-BG149,Lieutenant,First Edition,BUBBLEGUM BLAST,GUM,,160,Dansby Swanson,0,
BL-BG150,Snowbear,First Edition,BUBBLEGUM BLAST,GUM,,160,Pete Alonso,0,
BL-BG151,Boltage,First Edition,BUBBLEGUM BLAST,GUM,,160,Justin Herbert,0,
BL-BG152,Librarian,First Edition,BUBBLEGUM BLAST,GUM,,160,Devin Booker,0,
BL-BG153,Aeronaut,First Edition,BUBBLEGUM BLAST,GUM,,160,Nolan Arenado,0,
BL-BG154,Sabotage,First Edition,BUBBLEGUM BLAST,GUM,,160,Domantas Sabonis,0,
BL-BG155,Mic'd Up,First Edition,BUBBLEGUM BLAST,GUM,,155,MIke Evans,0,
BL-BG156,Jambox,First Edition,BUBBLEGUM BLAST,GUM,,155,Ja Morant,0,
BL-BG157,Simon Says,First Edition,BUBBLEGUM BLAST,GUM,,155,Anfernee Simons,0,
BL-BG158,Mr. Irrelevant,First Edition,BUBBLEGUM BLAST,GUM,,155,Brock Purdy,0,
BL-BG159,Pantera,First Edition,BUBBLEGUM BLAST,GUM,,155,Luis Robert Jr,0,
BL-BG160,Rockstar,First Edition,BUBBLEGUM BLAST,GUM,,155,Jazz Chisholm,0,
BL-BG161,Big-Z,First Edition,BUBBLEGUM BLAST,GUM,,150,Zion Williamson,0,
BL-BG162,Clutch,First Edition,BUBBLEGUM BLAST,GUM,,150,Andrew McCutchen,0,
BL-BG163,PukaDot,First Edition,BUBBLEGUM BLAST,GUM,,150,Puka Nacua,0,
BL-BG164,Sprinkler,First Edition,BUBBLEGUM BLAST,GUM,,150,Luis Arraez,0,
BL-BG165,Foxhole,First Edition,BUBBLEGUM BLAST,GUM,,150,De'Aaron Fox,0,
BL-BG166,Thomstone,First Edition,BUBBLEGUM BLAST,GUM,,150,Brian Thomas Jr,0,
BL-BG167,Botto,First Edition,BUBBLEGUM BLAST,GUM,,145,Joey Votto,0,
BL-BG168,Lawman,First Edition,BUBBLEGUM BLAST,GUM,,145,Trevor Lawrence,0,
BL-BG169,Barnacle,First Edition,BUBBLEGUM BLAST,GUM,,145,Scottie Barnes,0,
BL-BG170,Laviathan,First Edition,BUBBLEGUM BLAST,GUM,,145,Zach Lavine,0,
BL-BG171,Breeze,First Edition,BUBBLEGUM BLAST,GUM,,145,Breece Hall,0,
BL-BG172,Gravedigger,First Edition,BUBBLEGUM BLAST,GUM,,145,Stefon Diggs,0,
BL-BG173,D-Hop,First Edition,BUBBLEGUM BLAST,GUM,,140,Deandre Hopkins,0,
BL-BG174,Alien,First Edition,BUBBLEGUM BLAST,GUM,,140,CJ Abrams,0,
BL-BG175,Portalize,First Edition,BUBBLEGUM BLAST,GUM,,140,Sam Laporta,0,
BL-BG176,Torque,First Edition,BUBBLEGUM BLAST,GUM,,140,Spencer Torkelson,0,
BL-BG177,Risarcher,First Edition,BUBBLEGUM BLAST,GUM,,140,Zaccharie Risacher,0,
BL-BG178,Sarrtillery,First Edition,BUBBLEGUM BLAST,GUM,,140,Alexandre Sarr,0,
Billy-24,Billy,First Edition,BUBBLEGUM BLAST,GUM,,200,Billy the Pug,0,
CJ-24,CJ Maddux,First Edition,BUBBLEGUM BLAST,GUM,,200,CJ Maddux,0,
BL-SK2,Bombeezy,Emillio Estevez Debut,BUBBLEGUM BLAST,GUM,,200,Emillio Estevez,0,
BL-G1,Bojax,Founding Hero,GREEN BLAST,GLOW,,195,Bo Jackson,0,
BL-G2,A.I.,Allen Iverson Debut,GREEN BLAST,GLOW,,190,Allen Iverson,0,
BL-G3,Young-Gunner,Steve Young Debut,GREEN BLAST,GLOW,,190,Steve Young,0,
BL-G4,Leducky,Brandi Chastain Debut,GREEN BLAST,GLOW,,190,Katie Ledecky,0,
BL-G5,Boz,Brian Bosworth Debut,GREEN BLAST,GLOW,,185,Brian Bosworth,0,
BL-G6,Cruschman,Adley Rutshman Debut,GREEN BLAST,GLOW,,185,Adley Rutschman,0,
BL-G7,Allenwrench,Marcus Allen Debut,GREEN BLAST,GLOW,,185,Marcus Allen,0,
BL-G8,Star-Bach,Roger Staubach Debut,GREEN BLAST,GLOW,,180,Roger Staubach,0,
BL-G9,Grand-Ma-Ma,Larry Johnson Debut,GREEN BLAST,GLOW,,180,Larry Johnson,0,
BL-G10,Amon-Ra,Amon-Ra St. Brown Debut,GREEN BLAST,GLOW,,180,Amon-Ra St. Brown,0,
BL-G11,Waddler,Jaylen Waddle Debut,GREEN BLAST,GLOW,,175,Jaylen Waddle,0,
BL-G12,Donnie Baseball,Don Mattingly Debut,GREEN BLAST,GLOW,,175,Don Mattingly,0,
BL-G13,Boshpit,Chris Bosh Debut,GREEN BLAST,GLOW,,175,Chris Bosh,0,
BL-G14,Thurmanator,Thuman Thomas Debut,GREEN BLAST,GLOW,,170,Thurman Thomas,0,
BL-G15,Flutie,Doug Flutie Debut,GREEN BLAST,GLOW,,170,Doug Flutie,0,
BL-G16,Green-Machine,Jalen Green Debut,GREEN BLAST,GLOW,,170,Jalen Green,0,
BL-G17,KAT,Karl-Anthony Towns Debut,GREEN BLAST,GLOW,,170,Karl-Anthony Towns,0,
BL-G18,Mean-Joe,Joe Greene Debut,GREEN BLAST,GLOW,,170,Mean Joe Greene,0,
BL-G19,Chief,Robert Parish Debut,GREEN BLAST,GLOW,,170,Robert Parish,0,
BL-G20,Thrill,Will Clark Debut,GREEN BLAST,GLOW,,165,Will Clark,0,
BL-G21,Frostebite,Trae Young Debut,GREEN BLAST,GLOW,,165,Trae Young,0,
BL-G22,Blockhale,Kevin McHale Debut,GREEN BLAST,GLOW,,165,Kevin Mchale,0,
BL-G23,Timmy,Tim Brown Debut,GREEN BLAST,GLOW,,165,Tim Brown,0,
BL-G24,Palmer,Jim Palmer Debut,GREEN BLAST,GLOW,,165,Jim Palmer,0,
BL-G25,Thighs Man,Joe Theisman,GREEN BLAST,GLOW,,165,Joe Theismann,0,
BL-G26,Rodder,Rod Smith Debut,GREEN BLAST,GLOW,,160,Rod Smith,0,
BL-G27,Awesome Dawson,Andre Dawson Debut,GREEN BLAST,GLOW,,160,Andre Dawson,0,
BL-G28,Line-Art,Matt Leinart Debut,GREEN BLAST,GLOW,,160,Matt Leinart,0,
BL-G29,Swoopes,Sheryl Swoopes Debut,GREEN BLAST,GLOW,,160,Sheryl Swoopes,0,
BL-G30,Smoke,Dave Stewart Debut,GREEN BLAST,GLOW,,160,Dave Stewart,0,
BL-G31,Man of Steal,Vince Coleman Debut,GREEN BLAST,GLOW,,160,Vince Coleman,0,
BL-G32,Showtime,First Edition,GREEN BLAST,GLOW,,140,Shohei Ohtani,0,
BL-G33,Matata,First Edition,GREEN BLAST,GLOW,,140,Ronald Acuna Jr.,0,
BL-G34,Gaveler,First Edition,GREEN BLAST,GLOW,,140,Aaron Judge,0,
BL-G35,Burrocious,First Edition,GREEN BLAST,GLOW,,140,Joe Burrow,0,
BL-G36,Victory,First Edition,GREEN BLAST,GLOW,,140,Victor Wembenyama,0,
BL-G37,Shrouded,First Edition,GREEN BLAST,GLOW,,135,CJ Stroud,0,
BL-G38,Taze'em,First Edition,GREEN BLAST,GLOW,,135,Jayson Tatum,0,
BL-G39,Caliber,First Edition,GREEN BLAST,GLOW,,135,Caleb Williams,0,
BL-G40,C.C.,First Edition,GREEN BLAST,GLOW,,135,Caitlin Clark,0,
BL-G41,Doublecheck,First Edition,GREEN BLAST,GLOW,,135,Aaron Rodgers,0,
BL-G42,Cobra,First Edition,GREEN BLAST,GLOW,,130,Kevin Durant,0,
BL-G43,Cruze-Control,First Edition,GREEN BLAST,GLOW,,130,Elly De La Cruz,0,
BL-G44,Processor,First Edition,GREEN BLAST,GLOW,,130,Joel Embiid,0,
BL-G45,Burner,First Edition,GREEN BLAST,GLOW,,130,Jalen Brunson,0,
BL-G46,Cowboy,First Edition,GREEN BLAST,GLOW,,130,Corey Seager,0,
BL-G47,Yeti,First Edition,GREEN BLAST,GLOW,,125,Travis Kelce,0,
BL-G48,Tattoo,First Edition,GREEN BLAST,GLOW,,125,Fernando Tatis Jr.,0,
BL-G49,Superbaby,First Edition,GREEN BLAST,GLOW,,125,Rafael Devers,0,
BL-G50,Jeesaw,First Edition,GREEN BLAST,GLOW,,125,Najee Harris,0,
BL-G51,Tongue-Twister,First Edition,GREEN BLAST,GLOW,,125,Tua Tagovailoa,0,
BL-G52,Halo,First Edition,GREEN BLAST,GLOW,,120,Angel Reese,0,
BL-G53,Eagle-Eye,First Edition,GREEN BLAST,GLOW,,120,Jalen Hurts,0,
BL-G54,Turntable,First Edition,GREEN BLAST,GLOW,,120,Trea Turner,0,
BL-G55,Bandelero,First Edition,GREEN BLAST,GLOW,,120,Paolo Banchero,0,
BL-G56,Marverati,First Edition,GREEN BLAST,GLOW,,120,Marvin Harrison Jr.,0,
BL-G57,Action,First Edition,GREEN BLAST,GLOW,,115,Jackson Holliday,0,
BL-G58,Vampire,First Edition,GREEN BLAST,GLOW,,115,Vladimir Guerrero Jr.,0,
BL-G59,Jeeves,First Edition,GREEN BLAST,GLOW,,115,Jimmy Butler,0,
BL-G60,Carroller,First Edition,GREEN BLAST,GLOW,,115,Corbin Carroll,0,
BL-G61,Draco,First Edition,GREEN BLAST,GLOW,,115,Drake Maye,0,
BL-G62,Cha-Ching,First Edition,GREEN BLAST,GLOW,,110,Jackson Chourio,0,
BL-G63,Time,First Edition,GREEN BLAST,GLOW,,110,Damian Lillard,0,
BL-G64,Fungi,First Edition,GREEN BLAST,GLOW,,110,Kawhi Leonard,0,
BL-G65,Wild Beard,First Edition,GREEN BLAST,GLOW,,110,James Harden,0,
BL-G66,Shepherd,First Edition,GREEN BLAST,GLOW,,110,Ceedee Lamb,0,
BL-G67,Ollie,First Edition,GREEN BLAST,GLOW,,105,Matt Olson,0,
BL-G68,Tank,First Edition,GREEN BLAST,GLOW,,105,Derrick Henry,0,
BL-G69,Grin,First Edition,GREEN BLAST,GLOW,,105,Fracisco Lindor,0,
BL-G70,Bammer,First Edition,GREEN BLAST,GLOW,,105,Bam Adebayo,0,
BL-G71,Barreler,First Edition,GREEN BLAST,GLOW,,105,Cooper Kupp,0,
BL-G72,Cupid,First Edition,GREEN BLAST,GLOW,,100,Jordan Love,0,
BL-G73,Javalanche,First Edition,GREEN BLAST,GLOW,,100,Jamal Murray,0,
BL-G74,Bionic,First Edition,GREEN BLAST,GLOW,,100,Carlos Correa,0,
BL-G75,Stitcher,First Edition,GREEN BLAST,GLOW,,100,Jonathan Taylor,0,
BL-G76,Triple Threat,First Edition,GREEN BLAST,GLOW,,100,Lamelo Ball,0,
BL-G77,BoJax,Founding Hero Alpha Update,GREEN BLAST,GLOW,,195,Bo Jackson,0,
BL-G78,Magic,Magic Johnson Debut,GREEN BLAST,GLOW,,190,Magic Johnson,0,
BL-G79,Emmitt-164,Emmitt Smith Debut,GREEN BLAST,GLOW,,190,Emmitt Smith,0,
BL-G80,Marino,Dan Marino Debut,GREEN BLAST,GLOW,,190,Dan Marino,0,
BL-G81,"Barry ""Cutback"" Sanders",Barry Sanders Debut,GREEN BLAST,GLOW,,190,Barry Sanders,0,
BL-G82,Muggsy,Muggsy Bogues Debut,GREEN BLAST,GLOW,,185,Muggsy Bogues,0,
BL-G83,Spudnick,Spudd Webb Debut,GREEN BLAST,GLOW,,185,Spudd Webb,0,
BL-G84,The Ironman,Cal Ripkin JR Debut,GREEN BLAST,GLOW,,185,Cal Ripkin JR,0,
BL-G85,Peek-A-Boo,Picabo Street Debut,GREEN BLAST,GLOW,,185,Picabo Street,0,
BL-G86,Wizard,Ozzie Smith Debut,GREEN BLAST,GLOW,,180,Ozzie Smith,0,
BL-G87,Joey Jawz,Joey Chestnut Debut,GREEN BLAST,GLOW,,180,Joey Chestnut,0,
BL-G88,Bus,Jerome Bettis Debut,GREEN BLAST,GLOW,,180,Jerome Bettis,0,
BL-G89,Chicken Man,Wade Boggs Debut,GREEN BLAST,GLOW,,180,Wade Boggs,0,
BL-G90,HowBout'em,Jimmy Johnson Debut,GREEN BLAST,GLOW,,180,Jimmy Johnson,0,
BL-G91,Sea-Largent,Steve Largent Debut,GREEN BLAST,GLOW,,175,Steve Largent,0,
BL-G92,Howietzer,Howie Long Debut,GREEN BLAST,GLOW,,175,Howie Long,0,
BL-G93,Goggles,Eric Dickerson Debut,GREEN BLAST,GLOW,,175,Eric Dickerson,0,
BL-G94,Steady Eddie,Eddie George Debut,GREEN BLAST,GLOW,,175,Eddie George,0,
BL-G95,X.L.,Xavier Legette Alpha Update,GREEN BLAST,GLOW,,175,Xavier Legette,0,
BL-G96,Pet Dog,Ethan Petry Debut,GREEN BLAST,GLOW,,175,Ethan Petry,0,
BL-G97,Windmill,Dominique Wilkins Debut,GREEN BLAST,GLOW,,175,Dominique Wilkins,0,
BL-G98,Boom,Boomer Esiason Debut,GREEN BLAST,GLOW,,175,Boomer Esiason,0,
BL-G99,Cameleon,Cameron Brink Debut,GREEN BLAST,GLOW,,175,Cameron Brink,0,
BL-G100,Curaçao Kid,Anduw Jones Debut,GREEN BLAST,GLOW,,170,Anduw Jones,0,
BL-G101,Sterling,Sterling Sharpe Debut,GREEN BLAST,GLOW,,170,Sterling Sharpe,0,
BL-G102,Caveman,Johnny Damon Debut,GREEN BLAST,GLOW,,170,Johnny Damon,0,
BL-G103,Lady Magic,Nancy Lieberman Debut,GREEN BLAST,GLOW,,170,Nancy Lieberman,0,
BL-G104,Hoge-Ball,Merril Hoge Debut,GREEN BLAST,GLOW,,165,Merril Hoge,0,
BL-G105,InVinceable,Vince Young Debut,GREEN BLAST,GLOW,,165,Vince Young,0,
BL-G106,Slash,Kordell Stewart Debut,GREEN BLAST,GLOW,,165,Kordell Stewart,0,
BL-G107,Tikoff,Fred Biletnikoff Debut,GREEN BLAST,GLOW,,165,Fred Biletnikoff,0,
BL-G108,Bone,Jay Buhner Debut,GREEN BLAST,GLOW,,165,Jay Buhner,0,
BL-G109,Kurse,Jevon Kearse Debut,GREEN BLAST,GLOW,,160,Jevon Kearse,0,
BL-G110,Deep Freeze,George Gervin Debut,GREEN BLAST,GLOW,,160,George Gervin,0,
BL-G111,Woody,Darren Woodson Debut,GREEN BLAST,GLOW,,160,Darren Woodson,0,
BL-G112,Coopanova,Cynthia Cooper Debut,GREEN BLAST,GLOW,,160,Cynthia Cooper,0,
BL-G113,Hard-Drive,Tim Hardaway Debut,GREEN BLAST,GLOW,,160,Tim Hardaway,0,
BL-G114,BuckShot,Buck Showalter Debut,GREEN BLAST,GLOW,,160,Buck Showalter,0,
BL-G115,Haymaker,Spencer Haywood Debut,GREEN BLAST,GLOW,,160,Spencer Haywood,0,
BL-G116,Tank,Bo Said So,GREEN BLAST,GLOW,,190,Derrick Henry,0,
BL-G117,Skeee,First Edition,GREEN BLAST,GLOW,,185,Paul Skenes,0,
BL-G118,AJax,First Edition,GREEN BLAST,GLOW,,185,A'ja Wilson,0,
BL-G119,LeBoss,First Edition,GREEN BLAST,GLOW,,140,Lebron James,0,
BL-G120,Merlomes,First Edition,GREEN BLAST,GLOW,,140,Patrick Mahomes,0,
BL-G121,Chosen,First Edition,GREEN BLAST,GLOW,,140,Juan Soto,0,
BL-G122,Midas,First Edition,GREEN BLAST,GLOW,,140,Steph Curry,0,
BL-G123,Bison,First Edition,GREEN BLAST,GLOW,,140,Josh Allen,0,
BL-G124,Wargod,First Edition,GREEN BLAST,GLOW,,140,Mike Trout,0,
BL-G125,Donny Buckets,First Edition,GREEN BLAST,GLOW,,135,Luka Doncic,0,
BL-G126,Warp,First Edition,GREEN BLAST,GLOW,,135,Lamar Jackson,0,
BL-G127,Harpoon,First Edition,GREEN BLAST,GLOW,,135,Bryca Harper,0,
BL-G128,Mustang,First Edition,GREEN BLAST,GLOW,,135,Nikola Jokic,0,
BL-G129,Jaybird,First Edition,GREEN BLAST,GLOW,,135,Jayden Daniels,0,
BL-G130,J-Jetts,First Edition,GREEN BLAST,GLOW,,135,Justin Jefferson,0,
BL-G131,Merri-Go-Round,First Edition,GREEN BLAST,GLOW,,130,Jackson Marrill,0,
BL-G132,Shystep,First Edition,GREEN BLAST,GLOW,,130,Shai Gilgeous-Alexander,0,
BL-G133,Ram,First Edition,GREEN BLAST,GLOW,,130,Jose Ramirez,0,
BL-G134,Freakshow,First Edition,GREEN BLAST,GLOW,,130,Giannis Anteokounmpo,0,
BL-G135,Lightningrod,First Edition,GREEN BLAST,GLOW,,130,Julio Rodriguez,0,
BL-G136,Bayou,First Edition,GREEN BLAST,GLOW,,130,Ja'marr Chase,0,
BL-G137,McArmyKnife,First Edition,GREEN BLAST,GLOW,,125,Christian McCaffrey,0,
BL-G138,Tigre,First Edition,GREEN BLAST,GLOW,,125,Miguel Cabrera,0,
BL-G139,Cheetah,First Edition,GREEN BLAST,GLOW,,125,Tyreek Hill,0,
BL-G140,Spider,First Edition,GREEN BLAST,GLOW,,125,Donovan Mitchell,0,
BL-G141,Crews-Missle,First Edition,GREEN BLAST,GLOW,,125,Dylan Crews,0,
BL-G142,Unibrow,First Edition,GREEN BLAST,GLOW,,125,Anthony Davis,0,
BL-G143,Exterminaber,First Edition,GREEN BLAST,GLOW,,120,Malik Nabers,0,
BL-G144,Bomber,First Edition,GREEN BLAST,GLOW,,120,Jordan Alvarez,0,
BL-G145,Juice,First Edition,GREEN BLAST,GLOW,,120,Jaylen Brown,0,
BL-G146,Attak,First Edition,GREEN BLAST,GLOW,,120,Dak Prescott,0,
BL-G147,ChetMate,First Edition,GREEN BLAST,GLOW,,120,Chet Holmgren,0,
BL-G148,Phoenix,First Edition,GREEN BLAST,GLOW,,120,Bo Nix,0,
BL-G149,Lieutenant,First Edition,GREEN BLAST,GLOW,,115,Dansby Swanson,0,
BL-G150,Snowbear,First Edition,GREEN BLAST,GLOW,,115,Pete Alonso,0,
BL-G151,Boltage,First Edition,GREEN BLAST,GLOW,,115,Justin Herbert,0,
BL-G152,Librarian,First Edition,GREEN BLAST,GLOW,,115,Devin Booker,0,
BL-G153,Aeronaut,First Edition,GREEN BLAST,GLOW,,115,Nolan Arenado,0,
BL-G154,Sabotage,First Edition,GREEN BLAST,GLOW,,115,Domantas Sabonis,0,
BL-G155,Mic'd Up,First Edition,GREEN BLAST,GLOW,,110,MIke Evans,0,
BL-G156,Jambox,First Edition,GREEN BLAST,GLOW,,110,Ja Morant,0,
BL-G157,Simon Says,First Edition,GREEN BLAST,GLOW,,110,Anfernee Simons,0,
BL-G158,Mr. Irrelevant,First Edition,GREEN BLAST,GLOW,,110,Brock Purdy,0,
BL-G159,Pantera,First Edition,GREEN BLAST,GLOW,,110,Luis Robert Jr,0,
BL-G160,Rockstar,First Edition,GREEN BLAST,GLOW,,110,Jazz Chisholm,0,
BL-G161,Big-Z,First Edition,GREEN BLAST,GLOW,,105,Zion Williamson,0,
BL-G162,Clutch,First Edition,GREEN BLAST,GLOW,,105,Andrew McCutchen,0,
BL-G163,PukaDot,First Edition,GREEN BLAST,GLOW,,105,Puka Nacua,0,
BL-G164,Sprinkler,First Edition,GREEN BLAST,GLOW,,105,Luis Arraez,0,
BL-G165,Foxhole,First Edition,GREEN BLAST,GLOW,,105,De'Aaron Fox,0,
BL-G166,Thomstone,First Edition,GREEN BLAST,GLOW,,105,Brian Thomas Jr,0,
BL-G167,Botto,First Edition,GREEN BLAST,GLOW,,100,Joey Votto,0,
BL-G168,Lawman,First Edition,GREEN BLAST,GLOW,,100,Trevor Lawrence,0,
BL-G169,Barnacle,First Edition,GREEN BLAST,GLOW,,100,Scottie Barnes,0,
BL-G170,Laviathan,First Edition,GREEN BLAST,GLOW,,100,Zach Lavine,0,
BL-G171,Breeze,First Edition,GREEN BLAST,GLOW,,100,Breece Hall,0,
BL-G172,Gravedigger,First Edition,GREEN BLAST,GLOW,,100,Stefon Diggs,0,
BL-G173,D-Hop,First Edition,GREEN BLAST,GLOW,,95,Deandre Hopkins,0,
BL-G174,Alien,First Edition,GREEN BLAST,GLOW,,95,CJ Abrams,0,
BL-G175,Portalize,First Edition,GREEN BLAST,GLOW,,95,Sam Laporta,0,
BL-G176,Torque,First Edition,GREEN BLAST,GLOW,,95,Spencer Torkelson,0,
BL-G177,Risarcher,First Edition,GREEN BLAST,GLOW,,95,Zaccharie Risacher,0,
BL-G178,Sarrtillery,First Edition,GREEN BLAST,GLOW,,95,Alexandre Sarr,0,
Billy-25,Billy,First Edition,GREEN BLAST,GLOW,,190,Billy the Pug,0,
CJ-25,CJ Maddux,First Edition,GREEN BLAST,GLOW,,190,CJ Maddux,0,
BL-SK3,Bombeezy,Emillio Estevez Debut,GREEN BLAST,GLOW,,190,Emillio Estevez,0,
BL-B1,Bojax,Founding Hero,BLUE BLAST,ICE,,190,Bo Jackson,0,
BL-B2,A.I.,Allen Iverson Debut,BLUE BLAST,ICE,,185,Allen Iverson,0,
BL-B3,Young-Gunner,Steve Young Debut,BLUE BLAST,ICE,,185,Steve Young,0,
BL-B4,Leducky,Brandi Chastain Debut,BLUE BLAST,ICE,,185,Katie Ledecky,0,
BL-B5,Boz,Brian Bosworth Debut,BLUE BLAST,ICE,,180,Brian Bosworth,0,
BL-B6,Cruschman,Adley Rutshman Debut,BLUE BLAST,ICE,,180,Adley Rutschman,0,
BL-B7,Allenwrench,Marcus Allen Debut,BLUE BLAST,ICE,,180,Marcus Allen,0,
BL-B8,Star-Bach,Roger Staubach Debut,BLUE BLAST,ICE,,175,Roger Staubach,0,
BL-B9,Grand-Ma-Ma,Larry Johnson Debut,BLUE BLAST,ICE,,175,Larry Johnson,0,
BL-B10,Amon-Ra,Amon-Ra St. Brown Debut,BLUE BLAST,ICE,,175,Amon-Ra St. Brown,0,
BL-B11,Waddler,Jaylen Waddle Debut,BLUE BLAST,ICE,,165,Jaylen Waddle,0,
BL-B12,Donnie Baseball,Don Mattingly Debut,BLUE BLAST,ICE,,165,Don Mattingly,0,
BL-B13,Boshpit,Chris Bosh Debut,BLUE BLAST,ICE,,165,Chris Bosh,0,
BL-B14,Thurmanator,Thuman Thomas Debut,BLUE BLAST,ICE,,160,Thurman Thomas,0,
BL-B15,Flutie,Doug Flutie Debut,BLUE BLAST,ICE,,160,Doug Flutie,0,
BL-B16,Green-Machine,Jalen Green Debut,BLUE BLAST,ICE,,160,Jalen Green,0,
BL-B17,KAT,Karl-Anthony Towns Debut,BLUE BLAST,ICE,,160,Karl-Anthony Towns,0,
BL-B18,Mean-Joe,Joe Greene Debut,BLUE BLAST,ICE,,160,Mean Joe Greene,0,
BL-B19,Chief,Robert Parish Debut,BLUE BLAST,ICE,,160,Robert Parish,0,
BL-B20,Thrill,Will Clark Debut,BLUE BLAST,ICE,,155,Will Clark,0,
BL-B21,Frostebite,Trae Young Debut,BLUE BLAST,ICE,,155,Trae Young,0,
BL-B22,Blockhale,Kevin McHale Debut,BLUE BLAST,ICE,,155,Kevin Mchale,0,
