Card #,Hero,Variation,Treatment,Weapon,Notation,Power,Athlete Inspiration,Play Cost,Play Ability
SFA-12,Donnie Baseball,Don Mattingly Debut,Inspired Ink Superfoil,SUPER,,185,Don Mattingly,0,
SFA-13,Boshpit,Chris Bosh Debut,Inspired Ink Superfoil,SUPER,,185,Chris Bosh,0,
SFA-14,Thurmanator,Thuman Thomas Debut,Inspired Ink Superfoil,SUPER,,180,Thurman Thomas,0,
SFA-15,Flutie,Doug Flutie Debut,Inspired Ink Superfoil,SUPER,,180,Doug Flutie,0,
SFA-16,Green-Machine,Jalen Green Debut,Inspired Ink Superfoil,SUPER,,180,Jalen Green,0,
SFA-17,KAT,Karl-Anthony Towns Debut,Inspired Ink Superfoil,SUPER,,180,Karl-Anthony Towns,0,
SFA-18,Mean-Joe,Joe Greene Debut,Inspired Ink Superfoil,SUPER,,180,Mean Joe Greene,0,
SFA-19,Chief,Robert Parish Debut,Inspired Ink Superfoil,SUPER,,180,Robert Parish,0,
SFA-20,Thrill,Will Clark Debut,Inspired Ink Superfoil,SUPER,,175,Will Clark,0,
SFA-21,Frostbite,Trae Young Debut,Inspired Ink Superfoil,SUPER,,175,Trae Young,0,
SFA-22,Blockhale,Kevin McHale Debut,Inspired Ink Superfoil,SUPER,,175,Kevin Mchale,0,
SFA-23,Timmy,Tim Brown Debut,Inspired Ink Superfoil,SUPER,,175,Tim Brown,0,
SFA-24,Palmer,Jim Palmer Debut,Inspired Ink Superfoil,SUPER,,175,Jim Palmer,0,
SFA-25,Thighs Man,Joe Theisman,Inspired Ink Superfoil,SUPER,,175,Joe Theismann,0,
SFA-26,Rodder,Rod Smith Debut,Inspired Ink Superfoil,SUPER,,170,Rod Smith,0,
SFA-27,Awesome Dawson,Andre Dawson Debut,Inspired Ink Superfoil,SUPER,,170,Andre Dawson,0,
SFA-28,Line-Art,Matt Leinart Debut,Inspired Ink Superfoil,SUPER,,170,Matt Leinart,0,
SFA-29,Swoopes,Sheryl Swoopes Debut,Inspired Ink Superfoil,SUPER,,170,Sheryl Swoopes,0,
SFA-30,Smoke,Dave Stewart Debut,Inspired Ink Superfoil,SUPER,,170,Dave Stewart,0,
SFA-31,Man of Steal,Vince Coleman Debut,Inspired Ink Superfoil,SUPER,,170,Vince Coleman,0,
MBFA-1,A.I.,Allen Iverson Debut,Inspired Ink Metallic Battlefoil,STEEL,SP,170,Allen Iverson,0,
MBFA-2,Young-Gunner,Steve Young Debut,Inspired Ink Metallic Battlefoil,STEEL,SP,170,Steve Young,0,
MBFA-3,Brandi,Brandi Chastain Debut,Inspired Ink Metallic Battlefoil,STEEL,SP,170,Brandi Chastain,0,
MBFA-4,Boz,Brian Bosworth Debut,Inspired Ink Metallic Battlefoil,STEEL,SP,165,Brian Bosworth,0,
MBFA-5,Cruschman,Adley Rutshman Debut,Inspired Ink Metallic Battlefoil,STEEL,SP,165,Adley Rutschman,0,
MBFA-6,Allenwrench,Marcus Allen Debut,Inspired Ink Metallic Battlefoil,STEEL,SP,165,Marcus Allen,0,
MBFA-7,Star-Bach,Roger Staubach Debut,Inspired Ink Metallic Battlefoil,STEEL,SP,160,Roger Staubach,0,
MBFA-8,Grand-Ma-Ma,Larry Johnson Debut,Inspired Ink Metallic Battlefoil,STEEL,SP,160,Larry Johnson,0,
MBFA-9,Amon-Ra,Amon-Ra St. Brown Debut,Inspired Ink Metallic Battlefoil,STEEL,SP,160,Amon-Ra St. Brown,0,
MBFA-10,Waddler,Jaylen Waddle Debut,Inspired Ink Metallic Battlefoil,STEEL,SP,155,Jaylen Waddle,0,
MBFA-11,Donnie Baseball,Don Mattingly Debut,Inspired Ink Metallic Battlefoil,STEEL,SP,155,Don Mattingly,0,
MBFA-12,Boshpit,Chris Bosh Debut,Inspired Ink Metallic Battlefoil,STEEL,SP,155,Chris Bosh,0,
MBFA-13,Thurmanator,Thuman Thomas Debut,Inspired Ink Metallic Battlefoil,STEEL,SP,150,Thurman Thomas,0,
MBFA-14,Flutie,Doug Flutie Debut,Inspired Ink Metallic Battlefoil,STEEL,SP,150,Doug Flutie,0,
MBFA-15,Green-Machine,Jalen Green Debut,Inspired Ink Metallic Battlefoil,STEEL,SP,150,Jalen Green,0,
MBFA-16,KAT,Karl-Anthony Towns Debut,Inspired Ink Metallic Battlefoil,STEEL,SP,150,Karl-Anthony Towns,0,
MBFA-17,Mean-Joe,Joe Greene Debut,Inspired Ink Metallic Battlefoil,STEEL,SP,150,Mean Joe Greene,0,
MBFA-18,Chief,Robert Parish Debut,Inspired Ink Metallic Battlefoil,STEEL,SP,150,Robert Parish,0,
MBFA-19,Thrill,Will Clark Debut,Inspired Ink Metallic Battlefoil,STEEL,SP,145,Will Clark,0,
MBFA-20,Frostbite,Trae Young Debut,Inspired Ink Metallic Battlefoil,STEEL,SP,145,Trae Young,0,
MBFA-21,Blockhale,Kevin McHale Debut,Inspired Ink Metallic Battlefoil,STEEL,SP,145,Kevin Mchale,0,
MBFA-22,Timmy,Tim Brown Debut,Inspired Ink Metallic Battlefoil,STEEL,SP,145,Tim Brown,0,
MBFA-23,Palmer,Jim Palmer Debut,Inspired Ink Metallic Battlefoil,STEEL,SP,145,Jim Palmer,0,
MBFA-24,Thighs Man,Joe Theisman,Inspired Ink Metallic Battlefoil,STEEL,SP,145,Joe Theismann,0,
MBFA-25,Rodder,Rod Smith Debut,Inspired Ink Metallic Battlefoil,STEEL,SP,140,Rod Smith,0,
MBFA-26,Awesome Dawson,Andre Dawson Debut,Inspired Ink Metallic Battlefoil,STEEL,SP,140,Andre Dawson,0,
MBFA-27,Line-Art,Matt Leinart Debut,Inspired Ink Metallic Battlefoil,STEEL,SP,140,Matt Leinart,0,
MBFA-28,Swoopes,Sheryl Swoopes Debut,Inspired Ink Metallic Battlefoil,STEEL,SP,140,Sheryl Swoopes,0,
MBFA-29,Smoke,Dave Stewart Debut,Inspired Ink Metallic Battlefoil,STEEL,SP,140,Dave Stewart,0,
MBFA-30,Man of Steal,Vince Coleman Debut,Inspired Ink Metallic Battlefoil,STEEL,SP,140,Vince Coleman,0,
CJ-1,CJ Maddux,First Edition,Battlefoil,SUPER,,250,,0,
CJ-2,CJ Maddux,First Edition,Battlefoil,GUM,Secret SSP,200,,0,
CJ-3,CJ Maddux,First Edition,Battlefoil,HEX,Secret SSP,200,,0,
CJ-4,CJ Maddux,First Edition,Battlefoil,GLOW,Secret SSP,195,,0,
CJ-5,CJ Maddux,First Edition,Battlefoil,FIRE,Secret SSP,190,,0,
CJ-6,CJ Maddux,First Edition,Battlefoil,ICE,Secret SSP,190,,0,
CJ-7,CJ Maddux,First Edition,Battlefoil,STEEL,Secret SSP,185,,0,
BGBF-1,Showtime,First Edition,Battlefoil,Gum,SSP,185,Shohei Ohtani,0,
BGBF-2,Matata,First Edition,Battlefoil,Gum,SSP,185,Ronald Acuna Jr.,0,
BGBF-3,Gaveler,First Edition,Battlefoil,Gum,SSP,185,Aaron Judge,0,
BGBF-4,Burrocious,First Edition,Battlefoil,Gum,SSP,185,Joe Burrow,0,
BGBF-5,Victory,First Edition,Battlefoil,Gum,SSP,185,Victor Wembenyama,0,
BGBF-6,Shrouded,First Edition,Battlefoil,Gum,SSP,180,CJ Stroud,0,
BGBF-7,Taze'em,First Edition,Battlefoil,Gum,SSP,180,Jayson Tatum,0,
BGBF-8,Caliber,First Edition,Battlefoil,Gum,SSP,180,Caleb Williams,0,
BGBF-9,C.C.,First Edition,Battlefoil,Gum,SSP,180,Caitlin Clark,0,
BGBF-10,Doublecheck,First Edition,Battlefoil,Gum,SSP,180,Aaron Rodgers,0,
BGBF-11,Cobra,First Edition,Battlefoil,Gum,SSP,175,Kevin Durant,0,
BGBF-12,Cruze-Control,First Edition,Battlefoil,Gum,SSP,175,Elly De La Cruz,0,
BGBF-13,Processor,First Edition,Battlefoil,Gum,SSP,175,Joel Embiid,0,
BGBF-14,Burner,First Edition,Battlefoil,Gum,SSP,175,Jalen Brunson,0,
BGBF-15,Cowboy,First Edition,Battlefoil,Gum,SSP,175,Corey Seager,0,
BGBF-16,Yeti,First Edition,Battlefoil,Gum,SSP,170,Travis Kelce,0,
BGBF-17,Tattoo,First Edition,Battlefoil,Gum,SSP,170,Fernando Tatís Jr.,0,
BGBF-18,Superbaby,First Edition,Battlefoil,Gum,SSP,170,Rafael Devers,0,
BGBF-19,Jeesaw,First Edition,Battlefoil,Gum,SSP,170,Najee Harris,0,
BGBF-20,Tongue-Twister,First Edition,Battlefoil,Gum,SSP,170,Tua Tagovailoa,0,
BGBF-21,Halo,First Edition,Battlefoil,Gum,SSP,165,Angel Reese,0,
BGBF-22,Eagle-Eye,First Edition,Battlefoil,Gum,SSP,165,Jalen Hurts,0,
BGBF-23,Turntable,First Edition,Battlefoil,Gum,SSP,165,Trea Turner,0,
BGBF-24,Bandelero,First Edition,Battlefoil,Gum,SSP,165,Paolo Banchero,0,
BGBF-25,Marverati,First Edition,Battlefoil,Gum,SSP,165,Marvin Harrison Jr.,0,
BGBF-26,Action,First Edition,Battlefoil,Gum,SSP,160,Jackson Holliday,0,
BGBF-27,Vampire,First Edition,Battlefoil,Gum,SSP,160,Vladimir Guerrero Jr.,0,
BGBF-28,Jeeves,First Edition,Battlefoil,Gum,SSP,160,Jimmy Butler,0,
BGBF-29,Carroller,First Edition,Battlefoil,Gum,SSP,160,Corbin Carroll,0,
BGBF-30,Draco,First Edition,Battlefoil,Gum,SSP,160,Drake Maye,0,
BGBF-31,Cha-Ching,First Edition,Battlefoil,Gum,SSP,155,Jackson Chourio,0,
BGBF-32,Time,First Edition,Battlefoil,Gum,SSP,155,Damian Lillard,0,
BGBF-33,Fungi,First Edition,Battlefoil,Gum,SSP,155,Kawhi Leonard,0,
BGBF-34,Wild Beard,First Edition,Battlefoil,Gum,SSP,155,James Harden,0,
BGBF-35,Shepherd,First Edition,Battlefoil,Gum,SSP,155,Ceedee Lamb,0,
BGBF-36,Ollie,First Edition,Battlefoil,Gum,SSP,150,Matt Olson,0,
BGBF-37,Tank,First Edition,Battlefoil,Gum,SSP,150,Derrick Henry,0,
BGBF-38,Grin,First Edition,Battlefoil,Gum,SSP,150,Fracisco Lindor,0,
BGBF-39,Bammer,First Edition,Battlefoil,Gum,SSP,150,Bam Adebayo,0,
BGBF-40,Barreler,First Edition,Battlefoil,Gum,SSP,150,Cooper Kupp,0,
BGBF-41,Cupid,First Edition,Battlefoil,Gum,SSP,145,Jordan Love,0,
BGBF-42,Javalanche,First Edition,Battlefoil,Gum,SSP,145,Jamal Murray,0,
BGBF-43,Bionic,First Edition,Battlefoil,Gum,SSP,145,Carlos Correa,0,
BGBF-44,Stitcher,First Edition,Battlefoil,Gum,SSP,145,Jonathan Taylor,0,
BGBF-45,Triple Threat,First Edition,Battlefoil,Gum,SSP,145,Lamelo Ball,0,
PBF-1,A.I.,Allen Iverson Debut,Pink Battlefoil,HEX,Secret SSP,200,Allen Iverson,0,
PBF-2,Young-Gunner,Steve Young Debut,Pink Battlefoil,HEX,Secret SSP,200,Steve Young,0,
PBF-3,Leducky,First Edition,Pink Battlefoil,HEX,Secret SSP,200,Katie Ledecky,0,
PBF-4,Boz,Brian Bosworth Debut,Pink Battlefoil,HEX,Secret SSP,195,Brian Bosworth,0,
PBF-5,Cruschman,Adley Rutshman Debut,Pink Battlefoil,HEX,Secret SSP,195,Adley Rutschman,0,
PBF-6,Allenwrench,Marcus Allen Debut,Pink Battlefoil,HEX,Secret SSP,195,Marcus Allen,0,
PBF-7,Star-Bach,Roger Staubach Debut,Pink Battlefoil,HEX,Secret SSP,190,Roger Staubach,0,
PBF-8,Grand-Ma-Ma,Larry Johnson Debut,Pink Battlefoil,HEX,Secret SSP,190,Larry Johnson,0,
PBF-9,Amon-Ra,Amon-Ra St. Brown Debut,Pink Battlefoil,HEX,Secret SSP,190,Amon-Ra St. Brown,0,
PBF-10,Waddler,Jaylen Waddle Debut,Pink Battlefoil,HEX,Secret SSP,185,Jaylen Waddle,0,
PBF-11,Donnie Baseball,Don Mattingly Debut,Pink Battlefoil,HEX,Secret SSP,185,Don Mattingly,0,
PBF-12,Boshpit,Chris Bosh Debut,Pink Battlefoil,HEX,Secret SSP,185,Chris Bosh,0,
PBF-13,Thurmanator,Thuman Thomas Debut,Pink Battlefoil,HEX,Secret SSP,180,Thurman Thomas,0,
PBF-14,Flutie,Doug Flutie Debut,Pink Battlefoil,HEX,Secret SSP,180,Doug Flutie,0,
PBF-15,Green-Machine,Jalen Green Debut,Pink Battlefoil,HEX,Secret SSP,180,Jalen Green,0,
PBF-16,KAT,Karl-Anthony Towns Debut,Pink Battlefoil,HEX,Secret SSP,180,Karl-Anthony Towns,0,
PBF-17,Mean-Joe,Joe Greene Debut,Pink Battlefoil,HEX,Secret SSP,180,Mean Joe Greene,0,
PBF-18,Chief,Robert Parish Debut,Pink Battlefoil,HEX,Secret SSP,180,Robert Parish,0,
PBF-19,Thrill,Will Clark Debut,Pink Battlefoil,HEX,Secret SSP,175,Will Clark,0,
PBF-20,Frostbite,Trae Young Debut,Pink Battlefoil,HEX,Secret SSP,175,Trae Young,0,
PBF-21,Blockhale,Kevin McHale Debut,Pink Battlefoil,HEX,Secret SSP,175,Kevin Mchale,0,
PBF-22,Timmy,Tim Brown Debut,Pink Battlefoil,HEX,Secret SSP,175,Tim Brown,0,
PBF-23,Palmer,Jim Palmer Debut,Pink Battlefoil,HEX,Secret SSP,175,Jim Palmer,0,
PBF-24,Thighs Man,Joe Theisman,Pink Battlefoil,HEX,Secret SSP,175,Joe Theismann,0,
PBF-25,Rodder,Rod Smith Debut,Pink Battlefoil,HEX,Secret SSP,170,Rod Smith,0,
PBF-26,Awesome Dawson,Andre Dawson Debut,Pink Battlefoil,HEX,Secret SSP,170,Andre Dawson,0,
PBF-27,Line-Art,Matt Leinart Debut,Pink Battlefoil,HEX,Secret SSP,170,Matt Leinart,0,
PBF-28,Swoopes,Sheryl Swoopes Debut,Pink Battlefoil,HEX,Secret SSP,170,Sheryl Swoopes,0,
PBF-29,Smoke,Dave Stewart Debut,Pink Battlefoil,HEX,Secret SSP,170,Dave Stewart,0,
PBF-30,Man of Steal,Vince Coleman Debut,Pink Battlefoil,HEX,Secret SSP,170,Vince Coleman,0,
PBF-31,Showtime,First Edition,Pink Battlefoil,HEX,Secret SSP,185,Shohei Ohtani,0,
PBF-32,Matata,First Edition,Pink Battlefoil,HEX,Secret SSP,185,Ronald Acuna Jr.,0,
PBF-33,Gaveler,First Edition,Pink Battlefoil,HEX,Secret SSP,185,Aaron Judge,0,
PBF-34,Burrocious,First Edition,Pink Battlefoil,HEX,Secret SSP,185,Joe Burrow,0,
PBF-35,Victory,First Edition,Pink Battlefoil,HEX,Secret SSP,185,Victor Wembenyama,0,
PBF-36,Shrouded,First Edition,Pink Battlefoil,HEX,Secret SSP,180,CJ Stroud,0,
PBF-37,Taze'em,First Edition,Pink Battlefoil,HEX,Secret SSP,180,Jayson Tatum,0,
PBF-38,Caliber,First Edition,Pink Battlefoil,HEX,Secret SSP,180,Caleb Williams,0,
PBF-39,C.C.,First Edition,Pink Battlefoil,HEX,Secret SSP,180,Caitlin Clark,0,
PBF-40,Doublecheck,First Edition,Pink Battlefoil,HEX,Secret SSP,180,Aaron Rodgers,0,
PBF-41,Cobra,First Edition,Pink Battlefoil,HEX,Secret SSP,175,Kevin Durant,0,
PBF-42,Cruze-Control,First Edition,Pink Battlefoil,HEX,Secret SSP,175,Elly De La Cruz,0,
PBF-43,Processor,First Edition,Pink Battlefoil,HEX,Secret SSP,175,Joel Embiid,0,
PBF-44,Burner,First Edition,Pink Battlefoil,HEX,Secret SSP,175,Jalen Brunson,0,
PBF-45,Cowboy,First Edition,Pink Battlefoil,HEX,Secret SSP,175,Corey Seager,0,
PBF-46,Yeti,First Edition,Pink Battlefoil,HEX,Secret SSP,170,Travis Kelce,0,
PBF-47,Tattoo,First Edition,Pink Battlefoil,HEX,Secret SSP,170,Fernando Tatís Jr.,0,
PBF-48,Superbaby,First Edition,Pink Battlefoil,HEX,Secret SSP,170,Rafael Devers,0,
PBF-49,Jeesaw,First Edition,Pink Battlefoil,HEX,Secret SSP,170,Najee Harris,0,
PBF-50,Tongue-Twister,First Edition,Pink Battlefoil,HEX,Secret SSP,170,Tua Tagovailoa,0,
PBF-51,Halo,First Edition,Pink Battlefoil,HEX,Secret SSP,165,Angel Reese,0,
PBF-52,Eagle-Eye,First Edition,Pink Battlefoil,HEX,Secret SSP,165,Jalen Hurts,0,
PBF-53,Turntable,First Edition,Pink Battlefoil,HEX,Secret SSP,165,Trea Turner,0,
PBF-54,Bandelero,First Edition,Pink Battlefoil,HEX,Secret SSP,165,Paolo Banchero,0,
PBF-55,Marverati,First Edition,Pink Battlefoil,HEX,Secret SSP,165,Marvin Harrison Jr.,0,
PBF-56,Action,First Edition,Pink Battlefoil,HEX,Secret SSP,160,Jackson Holliday,0,
PBF-57,Vampire,First Edition,Pink Battlefoil,HEX,Secret SSP,160,Vladimir Guerrero Jr.,0,
PBF-58,Jeeves,First Edition,Pink Battlefoil,HEX,Secret SSP,160,Jimmy Butler,0,
PBF-59,Carroller,First Edition,Pink Battlefoil,HEX,Secret SSP,160,Corbin Carroll,0,
PBF-60,Draco,First Edition,Pink Battlefoil,HEX,Secret SSP,160,Drake Maye,0,
PBF-61,Cha-Ching,First Edition,Pink Battlefoil,HEX,Secret SSP,155,Jackson Chourio,0,
PBF-62,Time,First Edition,Pink Battlefoil,HEX,Secret SSP,155,Damian Lillard,0,
PBF-63,Fungi,First Edition,Pink Battlefoil,HEX,Secret SSP,155,Kawhi Leonard,0,
PBF-64,Wild Beard,First Edition,Pink Battlefoil,HEX,Secret SSP,155,James Harden,0,
PBF-65,Shepherd,First Edition,Pink Battlefoil,HEX,Secret SSP,155,Ceedee Lamb,0,
PBF-66,Ollie,First Edition,Pink Battlefoil,HEX,Secret SSP,150,Matt Olson,0,
PBF-67,Tank,First Edition,Pink Battlefoil,HEX,Secret SSP,150,Derrick Henry,0,
PBF-68,Grin,First Edition,Pink Battlefoil,HEX,Secret SSP,150,Fracisco Lindor,0,
PBF-69,Bammer,First Edition,Pink Battlefoil,HEX,Secret SSP,150,Bam Adebayo,0,
PBF-70,Barreler,First Edition,Pink Battlefoil,HEX,Secret SSP,150,Cooper Kupp,0,
PBF-71,Cupid,First Edition,Pink Battlefoil,HEX,Secret SSP,145,Jordan Love,0,
PBF-72,Javalanche,First Edition,Pink Battlefoil,HEX,Secret SSP,145,Jamal Murray,0,
PBF-73,Bionic,First Edition,Pink Battlefoil,HEX,Secret SSP,145,Carlos Correa,0,
PBF-74,Stitcher,First Edition,Pink Battlefoil,HEX,Secret SSP,145,Jonathan Taylor,0,
PBF-75,Triple Threat,First Edition,Pink Battlefoil,HEX,Secret SSP,145,Lamelo Ball,0,
PBF-76,BoJax,Founding Hero,Pink Battlefoil,HEX,Secret SSP,200,Bo Jackson,0,
GBF-1,A.I.,Allen Iverson Debut,Green Battlefoil,GLOW,SSP,190,Allen Iverson,0,
GBF-2,Young-Gunner,Steve Young Debut,Green Battlefoil,GLOW,SSP,190,Steve Young,0,
GBF-3,Leducky,First Edition,Green Battlefoil,GLOW,SSP,190,Katie Ledecky,0,
GBF-4,Boz,Brian Bosworth Debut,Green Battlefoil,GLOW,SSP,185,Brian Bosworth,0,
GBF-5,Cruschman,Adley Rutshman Debut,Green Battlefoil,GLOW,SSP,185,Adley Rutschman,0,
GBF-6,Allenwrench,Marcus Allen Debut,Green Battlefoil,GLOW,SSP,185,Marcus Allen,0,
GBF-7,Star-Bach,Roger Staubach Debut,Green Battlefoil,GLOW,SSP,180,Roger Staubach,0,
GBF-8,Grand-Ma-Ma,Larry Johnson Debut,Green Battlefoil,GLOW,SSP,180,Larry Johnson,0,
GBF-9,Amon-Ra,Amon-Ra St. Brown Debut,Green Battlefoil,GLOW,SSP,180,Amon-Ra St. Brown,0,
GBF-10,Waddler,Jaylen Waddle Debut,Green Battlefoil,GLOW,SSP,175,Jaylen Waddle,0,
GBF-11,Donnie Baseball,Don Mattingly Debut,Green Battlefoil,GLOW,SSP,175,Don Mattingly,0,
GBF-12,Boshpit,Chris Bosh Debut,Green Battlefoil,GLOW,SSP,175,Chris Bosh,0,
GBF-13,Thurmanator,Thuman Thomas Debut,Green Battlefoil,GLOW,SSP,170,Thurman Thomas,0,
GBF-14,Flutie,Doug Flutie Debut,Green Battlefoil,GLOW,SSP,170,Doug Flutie,0,
GBF-15,Green-Machine,Jalen Green Debut,Green Battlefoil,GLOW,SSP,170,Jalen Green,0,
GBF-16,KAT,Karl-Anthony Towns Debut,Green Battlefoil,GLOW,SSP,170,Karl-Anthony Towns,0,
GBF-17,Mean-Joe,Joe Greene Debut,Green Battlefoil,GLOW,SSP,170,Mean Joe Greene,0,
GBF-18,Chief,Robert Parish Debut,Green Battlefoil,GLOW,SSP,170,Robert Parish,0,
GBF-19,Thrill,Will Clark Debut,Green Battlefoil,GLOW,SSP,165,Will Clark,0,
GBF-20,Frostbite,Trae Young Debut,Green Battlefoil,GLOW,SSP,165,Trae Young,0,
GBF-21,Blockhale,Kevin McHale Debut,Green Battlefoil,GLOW,SSP,165,Kevin Mchale,0,
GBF-22,Timmy,Tim Brown Debut,Green Battlefoil,GLOW,SSP,165,Tim Brown,0,
GBF-23,Palmer,Jim Palmer Debut,Green Battlefoil,GLOW,SSP,165,Jim Palmer,0,
GBF-24,Thighs Man,Joe Theisman,Green Battlefoil,GLOW,SSP,165,Joe Theismann,0,
GBF-25,Rodder,Rod Smith Debut,Green Battlefoil,GLOW,SSP,160,Rod Smith,0,
GBF-26,Awesome Dawson,Andre Dawson Debut,Green Battlefoil,GLOW,SSP,160,Andre Dawson,0,
GBF-27,Line-Art,Matt Leinart Debut,Green Battlefoil,GLOW,SSP,160,Matt Leinart,0,
GBF-28,Swoopes,Sheryl Swoopes Debut,Green Battlefoil,GLOW,SSP,160,Sheryl Swoopes,0,
GBF-29,Smoke,Dave Stewart Debut,Green Battlefoil,GLOW,SSP,160,Dave Stewart,0,
GBF-30,Man of Steal,Vince Coleman Debut,Green Battlefoil,GLOW,SSP,160,Vince Coleman,0,
GBF-31,Showtime,First Edition,Green Battlefoil,GLOW,SSP,140,Shohei Ohtani,0,
GBF-32,Matata,First Edition,Green Battlefoil,GLOW,SSP,140,Ronald Acuna Jr.,0,
GBF-33,Gaveler,First Edition,Green Battlefoil,GLOW,SSP,140,Aaron Judge,0,
GBF-34,Burrocious,First Edition,Green Battlefoil,GLOW,SSP,140,Joe Burrow,0,
GBF-35,Victory,First Edition,Green Battlefoil,GLOW,SSP,140,Victor Wembenyama,0,
GBF-36,Shrouded,First Edition,Green Battlefoil,GLOW,SSP,135,CJ Stroud,0,
GBF-37,Taze'em,First Edition,Green Battlefoil,GLOW,SSP,135,Jayson Tatum,0,
GBF-38,Caliber,First Edition,Green Battlefoil,GLOW,SSP,135,Caleb Williams,0,
GBF-39,C.C.,First Edition,Green Battlefoil,GLOW,SSP,135,Caitlin Clark,0,
GBF-40,Doublecheck,First Edition,Green Battlefoil,GLOW,SSP,135,Aaron Rodgers,0,
GBF-41,Cobra,First Edition,Green Battlefoil,GLOW,SSP,130,Kevin Durant,0,
GBF-42,Cruze-Control,First Edition,Green Battlefoil,GLOW,SSP,130,Elly De La Cruz,0,
GBF-43,Processor,First Edition,Green Battlefoil,GLOW,SSP,130,Joel Embiid,0,
GBF-44,Burner,First Edition,Green Battlefoil,GLOW,SSP,130,Jalen Brunson,0,
GBF-45,Cowboy,First Edition,Green Battlefoil,GLOW,SSP,130,Corey Seager,0,
GBF-46,Yeti,First Edition,Green Battlefoil,GLOW,SSP,125,Travis Kelce,0,
GBF-47,Tattoo,First Edition,Green Battlefoil,GLOW,SSP,125,Fernando Tatís Jr.,0,
GBF-48,Superbaby,First Edition,Green Battlefoil,GLOW,SSP,125,Rafael Devers,0,
GBF-49,Jeesaw,First Edition,Green Battlefoil,GLOW,SSP,125,Najee Harris,0,
GBF-50,Tongue-Twister,First Edition,Green Battlefoil,GLOW,SSP,125,Tua Tagovailoa,0,
GBF-51,Halo,First Edition,Green Battlefoil,GLOW,SSP,120,Angel Reese,0,
GBF-52,Eagle-Eye,First Edition,Green Battlefoil,GLOW,SSP,120,Jalen Hurts,0,
GBF-53,Turntable,First Edition,Green Battlefoil,GLOW,SSP,120,Trea Turner,0,
GBF-54,Bandelero,First Edition,Green Battlefoil,GLOW,SSP,120,Paolo Banchero,0,
GBF-55,Marverati,First Edition,Green Battlefoil,GLOW,SSP,120,Marvin Harrison Jr.,0,
GBF-56,Action,First Edition,Green Battlefoil,GLOW,SSP,115,Jackson Holliday,0,
GBF-57,Vampire,First Edition,Green Battlefoil,GLOW,SSP,115,Vladimir Guerrero Jr.,0,
GBF-58,Jeeves,First Edition,Green Battlefoil,GLOW,SSP,115,Jimmy Butler,0,
GBF-59,Carroller,First Edition,Green Battlefoil,GLOW,SSP,115,Corbin Carroll,0,
GBF-60,Draco,First Edition,Green Battlefoil,GLOW,SSP,115,Drake Maye,0,
GBF-61,Cha-Ching,First Edition,Green Battlefoil,GLOW,SSP,110,Jackson Chourio,0,
GBF-62,Time,First Edition,Green Battlefoil,GLOW,SSP,110,Damian Lillard,0,
GBF-63,Fungi,First Edition,Green Battlefoil,GLOW,SSP,110,Kawhi Leonard,0,
GBF-64,Wild Beard,First Edition,Green Battlefoil,GLOW,SSP,110,James Harden,0,
GBF-65,Shepherd,First Edition,Green Battlefoil,GLOW,SSP,110,Ceedee Lamb,0,
GBF-66,Ollie,First Edition,Green Battlefoil,GLOW,SSP,105,Matt Olson,0,
GBF-67,Tank,First Edition,Green Battlefoil,GLOW,SSP,105,Derrick Henry,0,
GBF-68,Grin,First Edition,Green Battlefoil,GLOW,SSP,105,Fracisco Lindor,0,
GBF-69,Bammer,First Edition,Green Battlefoil,GLOW,SSP,105,Bam Adebayo,0,
GBF-70,Barreler,First Edition,Green Battlefoil,GLOW,SSP,105,Cooper Kupp,0,
GBF-71,Cupid,First Edition,Green Battlefoil,GLOW,SSP,100,Jordan Love,0,
GBF-72,Javalanche,First Edition,Green Battlefoil,GLOW,SSP,100,Jamal Murray,0,
GBF-73,Bionic,First Edition,Green Battlefoil,GLOW,SSP,100,Carlos Correa,0,
GBF-74,Stitcher,First Edition,Green Battlefoil,GLOW,SSP,100,Jonathan Taylor,0,
GBF-75,Triple Threat,First Edition,Green Battlefoil,GLOW,SSP,100,Lamelo Ball,0,
GBF-76,BoJax,Founding Hero,Green Battlefoil,GLOW,SSP,195,Bo Jackson,0,
OBF-1,A.I.,Allen Iverson Debut,Orange Battlefoil,Fire,SP,185,Allen Iverson,0,
OBF-2,Young-Gunner,Steve Young Debut,Orange Battlefoil,Fire,SP,185,Steve Young,0,
OBF-3,Leducky,First Edition,Orange Battlefoil,Fire,SP,185,Katie Ledecky,0,
OBF-4,Boz,Brian Bosworth Debut,Orange Battlefoil,Fire,SP,180,Brian Bosworth,0,
OBF-5,Cruschman,Adley Rutshman Debut,Orange Battlefoil,Fire,SP,180,Adley Rutschman,0,
OBF-6,Allenwrench,Marcus Allen Debut,Orange Battlefoil,Fire,SP,180,Marcus Allen,0,
OBF-7,Star-Bach,Roger Staubach Debut,Orange Battlefoil,Fire,SP,175,Roger Staubach,0,
OBF-8,Grand-Ma-Ma,Larry Johnson Debut,Orange Battlefoil,Fire,SP,175,Larry Johnson,0,
OBF-9,Amon-Ra,Amon-Ra St. Brown Debut,Orange Battlefoil,Fire,SP,175,Amon-Ra St. Brown,0,
OBF-10,Waddler,Jaylen Waddle Debut,Orange Battlefoil,Fire,SP,165,Jaylen Waddle,0,
