bv_id,external_card_number,internal_card_number,name,type,set,sub_set,variations,element,power,cost,image_url,is_placeholder,filename,download_status,error
397,GLBF-344,GLBF-344,Bammer,Hero,Alpha,2024 Release,Grandma's Linoleum Battlefoil,Ice,100,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-linoleum344-1-bz1.webp,0,GLBF-344_Bammer_Ice_P100.webp,exists,
398,GLBF-345,GLBF-345,Bammer,Hero,Alpha,2024 Release,Grandma's Linoleum Battlefoil,Steel,95,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-linoleum345-1-bz1.webp,0,GLBF-345_Bammer_Steel_P95.webp,exists,
399,HBF-39,HBF-39,Bammer,Hero,Alpha,2024 Release,Headlines Battlefoil,Steel,95,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-headlines39-1-bz1.webp,0,HBF-39_Bammer_Steel_P95.webp,exists,
400,OBF-69,OBF-69,Bammer,Hero,Alpha,2024 Release,Orange Battlefoil,Fire,100,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-invertedbattlefoils221-1-bz1.webp,0,OBF-69_Bammer_Fire_P100.webp,exists,
401,PBF-69,PBF-69,Bammer,Hero,Alpha,2024 Release,Pink Battlefoil,Hex,150,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-invertedbattlefoils69-1-bz1.webp,0,PBF-69_Bammer_Hex_P150.webp,exists,
402,RAD-341,RAD-341,Bammer,Hero,Alpha,2024 Release,80's Rad Battlefoil,Hex,150,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-rad341-1-bz1.webp,0,RAD-341_Bammer_Hex_P150.webp,exists,
403,RAD-342,RAD-342,Bammer,Hero,Alpha,2024 Release,80's Rad Battlefoil,Glow,105,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-rad342-1-bz1.webp,0,RAD-342_Bammer_Glow_P105.webp,exists,
404,RAD-343,RAD-343,Bammer,Hero,Alpha,2024 Release,80's Rad Battlefoil,Fire,100,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-rad343-1-bz1.webp,0,RAD-343_Bammer_Fire_P100.webp,ok,
405,RAD-344,RAD-344,Bammer,Hero,Alpha,2024 Release,80's Rad Battlefoil,Ice,100,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-rad344-1-bz1.webp,0,RAD-344_Bammer_Ice_P100.webp,exists,
406,RAD-345,RAD-345,Bammer,Hero,Alpha,2024 Release,80's Rad Battlefoil,Steel,95,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-rad345-1-bz1.webp,0,RAD-345_Bammer_Steel_P95.webp,ok,
407,SBF-39,SBF-39,Bammer,Hero,Alpha,2024 Release,Silver Battlefoil,Steel,95,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-invertedbattlefoils343-1-bz1.webp,0,SBF-39_Bammer_Steel_P95.webp,exists,
408,SF-69,SF-69,Bammer,Hero,Alpha,2024 Release,Superfoil,Super,150,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-superfoils69-1-bz1.webp,0,SF-69_Bammer_Super_P150.webp,ok,
409,70,070,Bandelero,Hero,Alpha,2024 Release,Base (Paper),Fire,115,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-basepaper70-1-bz1.webp,0,70_Bandelero_Fire_P115.webp,exists,
410,71,071,Bandelero,Hero,Alpha,2024 Release,Base (Paper),Ice,115,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-basepaper71-1-bz1.webp,0,71_Bandelero_Ice_P115.webp,ok,
411,72,072,Bandelero,Hero,Alpha,2024 Release,Base (Paper),Steel,110,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-basepaper72-1-bz1.webp,0,72_Bandelero_Steel_P110.webp,ok,
412,BBF-54,BBF-54,Bandelero,Hero,Alpha,2024 Release,Blue Battlefoil,Ice,115,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-invertedbattlefoils282-1-bz1.webp,0,BBF-54_Bandelero_Ice_P115.webp,ok,
413,BF-116,BF-116,Bandelero,Hero,Alpha,2024 Release,Battlefoil,Hex,165,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-basebattlefoils116-1-bz1.webp,0,BF-116_Bandelero_Hex_P165.webp,ok,
385,BLBF-193,BLBF-193,Bammer,Hero,Alpha,2024 Release,Blizzard Battlefoil,Fire,100,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-blizzard193-1-bz1.webp,0,BLBF-193_Bammer_Fire_P100.webp,exists,
386,BLBF-194,BLBF-194,Bammer,Hero,Alpha,2024 Release,Blizzard Battlefoil,Ice,100,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-blizzard194-1-bz1.webp,0,BLBF-194_Bammer_Ice_P100.webp,exists,
387,BLBF-195,BLBF-195,Bammer,Hero,Alpha,2024 Release,Blizzard Battlefoil,Steel,95,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-blizzard195-1-bz1.webp,0,BLBF-195_Bammer_Steel_P95.webp,exists,
388,BL-BG70,BL-BG070,Bammer,Hero,Alpha,Blast,Bubble Gum Blast,Gum,150,,https://images.bazookavault.com/card_fronts/Temporary_Blast_Gum-bz1.webp,1,,,
389,BL-G70,BL-G070,Bammer,Hero,Alpha,Blast,Green Blast,Glow,105,,https://images.bazookavault.com/card_fronts/Temporary_Blast_Glow-bz1.webp,1,,,
390,BL-O70,BL-O070,Bammer,Hero,Alpha,Blast,Orange Blast,Fire,100,,https://images.bazookavault.com/card_fronts/Temporary_Blast_Fire-bz1.webp,1,,,
391,BL-P70,BL-P070,Bammer,Hero,Alpha,Blast,Pink Blast,Hex,150,,https://images.bazookavault.com/card_fronts/Temporary_Blast_Hex-bz1.webp,1,,,
392,BL-S70,BL-S070,Bammer,Hero,Alpha,Blast,Silver Blast,Steel,95,,https://images.bazookavault.com/card_fronts/Temporary_Blast_Steel-bz1.webp,1,,,
393,GBF-69,GBF-69,Bammer,Hero,Alpha,2024 Release,Green Battlefoil,Glow,105,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-invertedbattlefoils145-1-bz1.webp,0,GBF-69_Bammer_Glow_P105.webp,exists,
394,GLBF-341,GLBF-341,Bammer,Hero,Alpha,2024 Release,Grandma's Linoleum Battlefoil,Hex,150,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-linoleum341-1-bz1.webp,0,GLBF-341_Bammer_Hex_P150.webp,exists,
395,GLBF-342,GLBF-342,Bammer,Hero,Alpha,2024 Release,Grandma's Linoleum Battlefoil,Glow,105,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-linoleum342-1-bz1.webp,0,GLBF-342_Bammer_Glow_P105.webp,exists,
396,GLBF-343,GLBF-343,Bammer,Hero,Alpha,2024 Release,Grandma's Linoleum Battlefoil,Fire,100,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-linoleum343-1-bz1.webp,0,GLBF-343_Bammer_Fire_P100.webp,exists,
397,GLBF-344,GLBF-344,Bammer,Hero,Alpha,2024 Release,Grandma's Linoleum Battlefoil,Ice,100,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-linoleum344-1-bz1.webp,0,GLBF-344_Bammer_Ice_P100.webp,exists,
398,GLBF-345,GLBF-345,Bammer,Hero,Alpha,2024 Release,Grandma's Linoleum Battlefoil,Steel,95,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-linoleum345-1-bz1.webp,0,GLBF-345_Bammer_Steel_P95.webp,exists,
399,HBF-39,HBF-39,Bammer,Hero,Alpha,2024 Release,Headlines Battlefoil,Steel,95,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-headlines39-1-bz1.webp,0,HBF-39_Bammer_Steel_P95.webp,exists,
400,OBF-69,OBF-69,Bammer,Hero,Alpha,2024 Release,Orange Battlefoil,Fire,100,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-invertedbattlefoils221-1-bz1.webp,0,OBF-69_Bammer_Fire_P100.webp,exists,
401,PBF-69,PBF-69,Bammer,Hero,Alpha,2024 Release,Pink Battlefoil,Hex,150,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-invertedbattlefoils69-1-bz1.webp,0,PBF-69_Bammer_Hex_P150.webp,exists,
402,RAD-341,RAD-341,Bammer,Hero,Alpha,2024 Release,80's Rad Battlefoil,Hex,150,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-rad341-1-bz1.webp,0,RAD-341_Bammer_Hex_P150.webp,exists,
403,RAD-342,RAD-342,Bammer,Hero,Alpha,2024 Release,80's Rad Battlefoil,Glow,105,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-rad342-1-bz1.webp,0,RAD-342_Bammer_Glow_P105.webp,exists,
404,RAD-343,RAD-343,Bammer,Hero,Alpha,2024 Release,80's Rad Battlefoil,Fire,100,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-rad343-1-bz1.webp,0,RAD-343_Bammer_Fire_P100.webp,ok,
405,RAD-344,RAD-344,Bammer,Hero,Alpha,2024 Release,80's Rad Battlefoil,Ice,100,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-rad344-1-bz1.webp,0,RAD-344_Bammer_Ice_P100.webp,exists,
406,RAD-345,RAD-345,Bammer,Hero,Alpha,2024 Release,80's Rad Battlefoil,Steel,95,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-rad345-1-bz1.webp,0,RAD-345_Bammer_Steel_P95.webp,ok,
407,SBF-39,SBF-39,Bammer,Hero,Alpha,2024 Release,Silver Battlefoil,Steel,95,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-invertedbattlefoils343-1-bz1.webp,0,SBF-39_Bammer_Steel_P95.webp,exists,
408,SF-69,SF-69,Bammer,Hero,Alpha,2024 Release,Superfoil,Super,150,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-superfoils69-1-bz1.webp,0,SF-69_Bammer_Super_P150.webp,ok,
409,70,070,Bandelero,Hero,Alpha,2024 Release,Base (Paper),Fire,115,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-basepaper70-1-bz1.webp,0,70_Bandelero_Fire_P115.webp,exists,
410,71,071,Bandelero,Hero,Alpha,2024 Release,Base (Paper),Ice,115,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-basepaper71-1-bz1.webp,0,71_Bandelero_Ice_P115.webp,ok,
411,72,072,Bandelero,Hero,Alpha,2024 Release,Base (Paper),Steel,110,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-basepaper72-1-bz1.webp,0,72_Bandelero_Steel_P110.webp,ok,
412,BBF-54,BBF-54,Bandelero,Hero,Alpha,2024 Release,Blue Battlefoil,Ice,115,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-invertedbattlefoils282-1-bz1.webp,0,BBF-54_Bandelero_Ice_P115.webp,ok,
413,BF-116,BF-116,Bandelero,Hero,Alpha,2024 Release,Battlefoil,Hex,165,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-basebattlefoils116-1-bz1.webp,0,BF-116_Bandelero_Hex_P165.webp,ok,
414,BF-117,BF-117,Bandelero,Hero,Alpha,2024 Release,Battlefoil,Glow,120,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-basebattlefoils117-1-bz1.webp,0,BF-117_Bandelero_Glow_P120.webp,ok,
415,BF-118,BF-118,Bandelero,Hero,Alpha,2024 Release,Battlefoil,Fire,115,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-basebattlefoils118-1-bz1.webp,0,BF-118_Bandelero_Fire_P115.webp,ok,
416,BF-119,BF-119,Bandelero,Hero,Alpha,2024 Release,Battlefoil,Ice,115,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-basebattlefoils119-1-bz1.webp,0,BF-119_Bandelero_Ice_P115.webp,ok,
417,BF-120,BF-120,Bandelero,Hero,Alpha,2024 Release,Battlefoil,Steel,110,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-basebattlefoils120-1-bz1.webp,0,BF-120_Bandelero_Steel_P110.webp,exists,
418,BGBF-24,BGBF-24,Bandelero,Hero,Alpha,2024 Release,Bubble Gum Battlefoil,Gum,165,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-bubblegum24-1-bz1.webp,0,BGBF-24_Bandelero_Gum_P165.webp,exists,
419,BL-B55,BL-B055,Bandelero,Hero,Alpha,Blast,Blue Blast,Ice,115,,https://images.bazookavault.com/card_fronts/Temporary_Blast_Ice-bz1.webp,1,,,
420,BLBF-116,BLBF-116,Bandelero,Hero,Alpha,2024 Release,Blizzard Battlefoil,Hex,165,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-blizzard116-1-bz1.webp,0,BLBF-116_Bandelero_Hex_P165.webp,exists,
421,BLBF-117,BLBF-117,Bandelero,Hero,Alpha,2024 Release,Blizzard Battlefoil,Glow,120,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-blizzard117-1-bz1.webp,0,BLBF-117_Bandelero_Glow_P120.webp,ok,
422,BLBF-118,BLBF-118,Bandelero,Hero,Alpha,2024 Release,Blizzard Battlefoil,Fire,115,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-blizzard118-1-bz1.webp,0,BLBF-118_Bandelero_Fire_P115.webp,ok,
423,BLBF-119,BLBF-119,Bandelero,Hero,Alpha,2024 Release,Blizzard Battlefoil,Ice,115,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-blizzard119-1-bz1.webp,0,BLBF-119_Bandelero_Ice_P115.webp,exists,
424,BLBF-120,BLBF-120,Bandelero,Hero,Alpha,2024 Release,Blizzard Battlefoil,Steel,110,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-blizzard120-1-bz1.webp,0,BLBF-120_Bandelero_Steel_P110.webp,ok,
425,BL-BG55,BL-BG055,Bandelero,Hero,Alpha,Blast,Bubble Gum Blast,Gum,165,,https://images.bazookavault.com/card_fronts/Temporary_Blast_Gum-bz1.webp,1,,,
414,BF-117,BF-117,Bandelero,Hero,Alpha,2024 Release,Battlefoil,Glow,120,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-basebattlefoils117-1-bz1.webp,0,BF-117_Bandelero_Glow_P120.webp,ok,
415,BF-118,BF-118,Bandelero,Hero,Alpha,2024 Release,Battlefoil,Fire,115,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-basebattlefoils118-1-bz1.webp,0,BF-118_Bandelero_Fire_P115.webp,ok,
416,BF-119,BF-119,Bandelero,Hero,Alpha,2024 Release,Battlefoil,Ice,115,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-basebattlefoils119-1-bz1.webp,0,BF-119_Bandelero_Ice_P115.webp,ok,
417,BF-120,BF-120,Bandelero,Hero,Alpha,2024 Release,Battlefoil,Steel,110,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-basebattlefoils120-1-bz1.webp,0,BF-120_Bandelero_Steel_P110.webp,exists,
418,BGBF-24,BGBF-24,Bandelero,Hero,Alpha,2024 Release,Bubble Gum Battlefoil,Gum,165,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-bubblegum24-1-bz1.webp,0,BGBF-24_Bandelero_Gum_P165.webp,exists,
419,BL-B55,BL-B055,Bandelero,Hero,Alpha,Blast,Blue Blast,Ice,115,,https://images.bazookavault.com/card_fronts/Temporary_Blast_Ice-bz1.webp,1,,,
420,BLBF-116,BLBF-116,Bandelero,Hero,Alpha,2024 Release,Blizzard Battlefoil,Hex,165,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-blizzard116-1-bz1.webp,0,BLBF-116_Bandelero_Hex_P165.webp,exists,
421,BLBF-117,BLBF-117,Bandelero,Hero,Alpha,2024 Release,Blizzard Battlefoil,Glow,120,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-blizzard117-1-bz1.webp,0,BLBF-117_Bandelero_Glow_P120.webp,ok,
422,BLBF-118,BLBF-118,Bandelero,Hero,Alpha,2024 Release,Blizzard Battlefoil,Fire,115,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-blizzard118-1-bz1.webp,0,BLBF-118_Bandelero_Fire_P115.webp,ok,
423,BLBF-119,BLBF-119,Bandelero,Hero,Alpha,2024 Release,Blizzard Battlefoil,Ice,115,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-blizzard119-1-bz1.webp,0,BLBF-119_Bandelero_Ice_P115.webp,exists,
424,BLBF-120,BLBF-120,Bandelero,Hero,Alpha,2024 Release,Blizzard Battlefoil,Steel,110,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-blizzard120-1-bz1.webp,0,BLBF-120_Bandelero_Steel_P110.webp,ok,
425,BL-BG55,BL-BG055,Bandelero,Hero,Alpha,Blast,Bubble Gum Blast,Gum,165,,https://images.bazookavault.com/card_fronts/Temporary_Blast_Gum-bz1.webp,1,,,
426,BL-G55,BL-G055,Bandelero,Hero,Alpha,Blast,Green Blast,Glow,120,,https://images.bazookavault.com/card_fronts/Temporary_Blast_Glow-bz1.webp,1,,,
427,BL-O55,BL-O055,Bandelero,Hero,Alpha,Blast,Orange Blast,Fire,115,,https://images.bazookavault.com/card_fronts/Temporary_Blast_Fire-bz1.webp,1,,,
426,BL-G55,BL-G055,Bandelero,Hero,Alpha,Blast,Green Blast,Glow,120,,https://images.bazookavault.com/card_fronts/Temporary_Blast_Glow-bz1.webp,1,,,
427,BL-O55,BL-O055,Bandelero,Hero,Alpha,Blast,Orange Blast,Fire,115,,https://images.bazookavault.com/card_fronts/Temporary_Blast_Fire-bz1.webp,1,,,
428,BL-P55,BL-P055,Bandelero,Hero,Alpha,Blast,Pink Blast,Hex,165,,https://images.bazookavault.com/card_fronts/Temporary_Blast_Hex-bz1.webp,1,,,
429,BL-S55,BL-S055,Bandelero,Hero,Alpha,Blast,Silver Blast,Steel,110,,https://images.bazookavault.com/card_fronts/Temporary_Blast_Steel-bz1.webp,1,,,
430,GBF-54,GBF-54,Bandelero,Hero,Alpha,2024 Release,Green Battlefoil,Glow,120,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-invertedbattlefoils130-1-bz1.webp,0,GBF-54_Bandelero_Glow_P120.webp,exists,
431,GLBF-266,GLBF-266,Bandelero,Hero,Alpha,2024 Release,Grandma's Linoleum Battlefoil,Hex,165,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-linoleum266-1-bz1.webp,0,GLBF-266_Bandelero_Hex_P165.webp,exists,
432,GLBF-267,GLBF-267,Bandelero,Hero,Alpha,2024 Release,Grandma's Linoleum Battlefoil,Glow,120,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-linoleum267-1-bz1.webp,0,GLBF-267_Bandelero_Glow_P120.webp,exists,
433,GLBF-268,GLBF-268,Bandelero,Hero,Alpha,2024 Release,Grandma's Linoleum Battlefoil,Fire,115,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-linoleum268-1-bz1.webp,0,GLBF-268_Bandelero_Fire_P115.webp,exists,
434,GLBF-269,GLBF-269,Bandelero,Hero,Alpha,2024 Release,Grandma's Linoleum Battlefoil,Ice,115,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-linoleum269-1-bz1.webp,0,GLBF-269_Bandelero_Ice_P115.webp,exists,
435,GLBF-270,GLBF-270,Bandelero,Hero,Alpha,2024 Release,Grandma's Linoleum Battlefoil,Steel,110,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-linoleum270-1-bz1.webp,0,GLBF-270_Bandelero_Steel_P110.webp,exists,
436,HBF-24,HBF-24,Bandelero,Hero,Alpha,2024 Release,Headlines Battlefoil,Steel,110,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-headlines24-1-bz1.webp,0,HBF-24_Bandelero_Steel_P110.webp,exists,
437,OBF-54,OBF-54,Bandelero,Hero,Alpha,2024 Release,Orange Battlefoil,Fire,115,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-invertedbattlefoils206-1-bz1.webp,0,OBF-54_Bandelero_Fire_P115.webp,exists,
438,PBF-54,PBF-54,Bandelero,Hero,Alpha,2024 Release,Pink Battlefoil,Hex,165,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-invertedbattlefoils54-1-bz1.webp,0,PBF-54_Bandelero_Hex_P165.webp,exists,
439,RAD-266,RAD-266,Bandelero,Hero,Alpha,2024 Release,80's Rad Battlefoil,Hex,165,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-rad266-1-bz1.webp,0,RAD-266_Bandelero_Hex_P165.webp,exists,
440,RAD-267,RAD-267,Bandelero,Hero,Alpha,2024 Release,80's Rad Battlefoil,Glow,120,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-rad267-1-bz1.webp,0,RAD-267_Bandelero_Glow_P120.webp,exists,
441,RAD-268,RAD-268,Bandelero,Hero,Alpha,2024 Release,80's Rad Battlefoil,Fire,115,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-rad268-1-bz1.webp,0,RAD-268_Bandelero_Fire_P115.webp,exists,
442,RAD-269,RAD-269,Bandelero,Hero,Alpha,2024 Release,80's Rad Battlefoil,Ice,115,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-rad269-1-bz1.webp,0,RAD-269_Bandelero_Ice_P115.webp,exists,
443,RAD-270,RAD-270,Bandelero,Hero,Alpha,2024 Release,80's Rad Battlefoil,Steel,110,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-rad270-1-bz1.webp,0,RAD-270_Bandelero_Steel_P110.webp,exists,
444,SBF-24,SBF-24,Bandelero,Hero,Alpha,2024 Release,Silver Battlefoil,Steel,110,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-invertedbattlefoils328-1-bz1.webp,0,SBF-24_Bandelero_Steel_P110.webp,exists,
445,SF-54,SF-54,Bandelero,Hero,Alpha,2024 Release,Superfoil,Super,165,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-superfoils54-1-bz1.webp,0,SF-54_Bandelero_Super_P165.webp,exists,
446,PL-3,PL-003,Banked Power,Play,Griffey,2025 Release,,,,2,https://images.bazookavault.com/card_fronts/2026/Griffey-Plays/2026-Plays_page-0003-bz1.webp,0,PL-3_Banked_Power.webp,exists,
447,51,051,Barnacle,Hero,Alpha,2025 Update,Base (Paper),Fire,95,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Fire-Paper/Fire-Paper_page-0051-bz1.webp,0,51_Barnacle_Fire_P95.webp,exists,
448,111,111,Barnacle,Hero,Alpha,2025 Update,Base (Paper),Ice,95,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Ice-Paper/Ice-Paper_page-0051-bz1.webp,0,111_Barnacle_Ice_P95.webp,exists,
449,171,171,Barnacle,Hero,Alpha,2025 Update,Base (Paper),Steel,90,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Steel-Paper/Steel-Paper_page-0051-bz1.webp,0,171_Barnacle_Steel_P90.webp,exists,
450,BBF-93,BBF-093,Barnacle,Hero,Alpha,2025 Update,Blue Battlefoil,Ice,95,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Ice-BlueBattleFoil/Ice-BlueBattleFoil_page-0093-bz1.webp,0,BBF-93_Barnacle_Ice_P95.webp,exists,
451,BF-51,BF-051,Barnacle,Hero,Alpha,2025 Update,Battlefoil,Hex,145,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Hex-BattleFoil/Hex-BattleFoil_page-0051-bz1.webp,0,BF-51_Barnacle_Hex_P145.webp,exists,
452,BF-111,BF-111,Barnacle,Hero,Alpha,2025 Update,Battlefoil,Glow,135,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Glow-BattleFoil/Glow-BattleFoil_page-0051-bz1.webp,0,BF-111_Barnacle_Glow_P135.webp,exists,
453,BF-171,BF-171,Barnacle,Hero,Alpha,2025 Update,Battlefoil,Fire,95,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Fire-BattleFoil/Fire-BattleFoil_page-0051-bz1.webp,0,BF-171_Barnacle_Fire_P95.webp,exists,
454,BF-231,BF-231,Barnacle,Hero,Alpha,2025 Update,Battlefoil,Ice,95,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Ice-BattleFoil/Ice-BattleFoil_page-0051-bz1.webp,0,BF-231_Barnacle_Ice_P95.webp,exists,
455,BF-291,BF-291,Barnacle,Hero,Alpha,2025 Update,Battlefoil,Steel,90,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Steel-BattleFoil/Steel-BattleFoil_page-0051-bz1.webp,0,BF-291_Barnacle_Steel_P90.webp,exists,
456,BGBF-54,BGBF-054,Barnacle,Hero,Alpha,2025 Update,Bubble Gum Battlefoil,Gum,145,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Gum-BattleFoil/Gum-BattleFoil_page-0054-bz1.webp,0,BGBF-54_Barnacle_Gum_P145.webp,exists,
457,BHBF-51,BHBF-051,Barnacle,Hero,Alpha,2025 Update,"Blue Headlines Battlefoil, Headlines Battlefoil",Ice,95,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Headlines-Ice-Blue/Headlines-Ice-Blue_page-0051-bz1.webp,0,BHBF-51_Barnacle_Ice_P95.webp,ok,
458,BL-B169,BL-B169,Barnacle,Hero,Alpha,Blast,Blue Blast,Ice,95,,https://images.bazookavault.com/card_fronts/Temporary_Blast_Ice-bz1.webp,1,,,
459,BLBF-51,BLBF-051,Barnacle,Hero,Alpha,2025 Update,Blizzard Battlefoil,Hex,145,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Hex-Blizzard/Hex-Blizzard_page-0051-bz1.webp,0,BLBF-51_Barnacle_Hex_P145.webp,ok,
460,BLBF-111,BLBF-111,Barnacle,Hero,Alpha,2025 Update,Blizzard Battlefoil,Glow,100,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Glow-Blizzard/Glow-Blizzard_page-0051-bz1.webp,0,BLBF-111_Barnacle_Glow_P100.webp,exists,
461,BLBF-171,BLBF-171,Barnacle,Hero,Alpha,2025 Update,Blizzard Battlefoil,Fire,95,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Fire-Blizzard/Fire-Blizzard_page-0051-bz1.webp,0,BLBF-171_Barnacle_Fire_P95.webp,exists,
462,BLBF-231,BLBF-231,Barnacle,Hero,Alpha,2025 Update,Blizzard Battlefoil,Ice,95,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Ice-Blizzard/Ice-Blizzard_page-0051-bz1.webp,0,BLBF-231_Barnacle_Ice_P95.webp,exists,
463,BLBF-291,BLBF-291,Barnacle,Hero,Alpha,2025 Update,Blizzard Battlefoil,Steel,90,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Steel-Blizzard/Steel-Blizzard_page-0051-bz1.webp,0,BLBF-291_Barnacle_Steel_P90.webp,exists,
464,BL-BG169,BL-BG0169,Barnacle,Hero,Alpha,Blast,Bubble Gum Blast,Gum,145,,https://images.bazookavault.com/card_fronts/Temporary_Blast_Gum-bz1.webp,1,,,
465,BL-G169,BL-G169,Barnacle,Hero,Alpha,Blast,Green Blast,Glow,100,,https://images.bazookavault.com/card_fronts/Temporary_Blast_Glow-bz1.webp,1,,,
466,BL-O169,BL-O169,Barnacle,Hero,Alpha,Blast,Orange Blast,Fire,95,,https://images.bazookavault.com/card_fronts/Temporary_Blast_Fire-bz1.webp,1,,,
467,BL-P169,BL-P0169,Barnacle,Hero,Alpha,Blast,Pink Blast,Hex,145,,https://images.bazookavault.com/card_fronts/Temporary_Blast_Hex-bz1.webp,1,,,
468,BL-S169,BL-S169,Barnacle,Hero,Alpha,Blast,Silver Blast,Steel,90,,https://images.bazookavault.com/card_fronts/Temporary_Blast_Steel-bz1.webp,1,,,
